Name,Length,EffectiveLength,TPM,NumReads,MGI symbol,Gene name
ENSMUSG00000040653,2300,1853.47,1.177,47,,
ENSMUSG00000039542,5681,5560.08,1.177,141,,
ENSMUSG00000039936,2723,2684.49,1.176,68,,
ENSMUSG00000028581,2600,2566.42,1.175,65,,
ENSMUSG00000019737,1312,1185.27,1.175,30,,
ENSMUSG00000031209,4711,4664.25,1.174,118,,
ENSMUSG00000105283,489,356.23,1.173,9,,
ENSMUSG00000035125,3513,3047.47,1.173,77,,
ENSMUSG00000030323,4152,4311.98,1.173,109,,
ENSMUSG00000019971,3919,2770.16,1.173,70,,
ENSMUSG00000042010,5726,5861.41,1.172,148,,
ENSMUSG00000044927,1217,792.01,1.172,20,,
ENSMUSG00000105941,1138,951.2,1.171,24,,
ENSMUSG00000096935,885,753.84,1.17,19,,
ENSMUSG00000036306,5019,5202.8,1.169,131,,
ENSMUSG00000036196,1623,1547.75,1.169,39,,
ENSMUSG00000029510,2834,2822.39,1.168,71,,
ENSMUSG00000034110,3170,3061.42,1.167,77,,
ENSMUSG00000039706,2467,2070.24,1.166,52,,
ENSMUSG00000034863,3486,3063.99,1.166,77,,
ENSMUSG00000106874,708,591.96,1.165,14.86,,
ENSMUSG00000079262,1872,1513.94,1.165,38,,
ENSMUSG00000096712,483,351.62,1.164,8.82,,
ENSMUSG00000041308,9945,8932.35,1.164,224,,
ENSMUSG00000036986,3992,4070.27,1.163,102,,
ENSMUSG00000048126,2854,2875.15,1.162,72,,
ENSMUSG00000098702,1865,1597.8,1.162,40,,
ENSMUSG00000097303,864,759.64,1.161,19,,
ENSMUSG00000108801,899,799.92,1.16,20,,
ENSMUSG00000051166,3443,3161.87,1.16,79,,
ENSMUSG00000019178,929,841.51,1.158,21,,
ENSMUSG00000041324,4722,3486.93,1.158,87,,
ENSMUSG00000097925,2141,2166.82,1.157,54,,
ENSMUSG00000045045,2984,2527.42,1.157,63,,
ENSMUSG00000047143,2922,2047.35,1.156,51,,
ENSMUSG00000036452,5637,5461.08,1.156,136,,
ENSMUSG00000017300,296,160.76,1.155,4,,
ENSMUSG00000035021,6125,5672.7,1.154,141,,
ENSMUSG00000056423,835,562.93,1.154,14,,
ENSMUSG00000105687,1897,1899.38,1.153,47.19,,
ENSMUSG00000058325,6512,6643.25,1.153,165,,
ENSMUSG00000020758,5351,5394.71,1.153,134,,
ENSMUSG00000103393,600,362.43,1.152,9,,
ENSMUSG00000090100,5857,4888.51,1.152,121.29,,
ENSMUSG00000020357,6255,6324.49,1.152,157,,
ENSMUSG00000104514,637,526.34,1.151,13.06,,
ENSMUSG00000045327,1808,1714.03,1.151,42.5,,
ENSMUSG00000029778,4075,4193.52,1.151,104,,
ENSMUSG00000079608,1272,1086.49,1.151,26.95,,
ENSMUSG00000102047,258,120.98,1.151,3,,
ENSMUSG00000090610,1060,994.22,1.15,24.63,,
ENSMUSG00000061825,1970,1897.23,1.15,47,,
ENSMUSG00000115539,620,503.09,1.15,12.46,,
ENSMUSG00000085881,755,645.93,1.15,16,,
ENSMUSG00000014498,6564,6743.53,1.149,167,,
ENSMUSG00000020389,2467,2183.65,1.148,54,,
ENSMUSG00000074971,2267,1780.34,1.147,44,,
ENSMUSG00000006019,3837,3723.52,1.147,92,,
ENSMUSG00000080966,1342,1296.81,1.146,32.02,,
ENSMUSG00000036036,1737,1661.2,1.145,41,,
ENSMUSG00000071573,1541,1190.43,1.145,29.36,,
ENSMUSG00000082920,785,681.72,1.144,16.8,,
ENSMUSG00000030255,4415,4340.51,1.144,107,,
ENSMUSG00000028243,6642,5357.63,1.143,132,,
ENSMUSG00000103715,1352,1217.9,1.143,30,,
ENSMUSG00000107245,451,284.48,1.142,7,,
ENSMUSG00000037025,2070,1750.21,1.14,43,,
ENSMUSG00000049676,2672,2726.64,1.14,67,,
ENSMUSG00000063652,2490,2392.64,1.14,58.79,,
ENSMUSG00000082456,357,212.15,1.14,5.21,,
ENSMUSG00000115709,715,611.07,1.139,15,,
ENSMUSG00000113049,2394,2037,1.139,50,,
ENSMUSG00000070708,822,734.16,1.138,18,,
ENSMUSG00000028540,2307,2243.46,1.138,55,,
ENSMUSG00000037752,2443,2446.45,1.138,60,,
ENSMUSG00000083405,1090,999.32,1.138,24.51,,
ENSMUSG00000034112,3222,3225.45,1.137,79,,
ENSMUSG00000113724,217,81.64,1.137,2,,
ENSMUSG00000040865,13317,11439.47,1.136,280,,
ENSMUSG00000021768,1394,1307.34,1.136,32,,
ENSMUSG00000022369,3075,2981.22,1.136,73,,
ENSMUSG00000023938,3241,3146.78,1.136,77,,
ENSMUSG00000054720,6976,6296.63,1.135,154,,
ENSMUSG00000028532,1807,1636.86,1.134,40,,
ENSMUSG00000034055,5987,5982.58,1.133,146,,
ENSMUSG00000032942,2448,2417.02,1.133,59,,
ENSMUSG00000075600,3362,3341.38,1.133,81.6,,
ENSMUSG00000063600,491,369.04,1.132,9,,
ENSMUSG00000045273,1251,983.77,1.132,24,,
ENSMUSG00000025059,4329,3117.96,1.131,76,,
ENSMUSG00000028469,2836,2871.41,1.131,70,,
ENSMUSG00000086784,2244,2174.18,1.131,53,,
ENSMUSG00000114172,1732,970.51,1.131,23.66,,
ENSMUSG00000112105,1347,1273.93,1.131,31.06,,
ENSMUSG00000029570,2013,1889.47,1.13,46,,
ENSMUSG00000105135,1095,699.14,1.129,17,,
ENSMUSG00000095493,1277,1110.28,1.129,27,,
ENSMUSG00000115762,386,246.54,1.129,6,,
ENSMUSG00000000159,1768,1726.74,1.129,42,,
ENSMUSG00000115160,559,433.94,1.128,10.55,,
ENSMUSG00000047898,1813,1645.33,1.128,40,,
ENSMUSG00000017830,1646,1604.72,1.128,39,,
ENSMUSG00000033705,7035,7247.37,1.127,176,,
ENSMUSG00000111369,570,453.01,1.127,11,,
ENSMUSG00000033632,3844,3665.64,1.127,89,,
ENSMUSG00000038331,3345,2847.65,1.125,69,,
ENSMUSG00000029298,4755,4032.4,1.125,97.73,,
ENSMUSG00000015942,3473,3505.87,1.125,85,,
ENSMUSG00000094811,697,438.53,1.125,10.63,,
ENSMUSG00000030054,881,742.99,1.124,18,,
ENSMUSG00000026825,1114,950.16,1.123,23,,
ENSMUSG00000107037,460,330.68,1.123,8,,
ENSMUSG00000022096,5278,5331.03,1.123,129,,
ENSMUSG00000117300,570,453.55,1.123,10.97,,
ENSMUSG00000110357,1542,1489.68,1.122,36,,
ENSMUSG00000047888,7689,7115.54,1.122,172,,
ENSMUSG00000041974,3342,3144.81,1.122,76,,
ENSMUSG00000020173,4569,4474.66,1.12,108,,
ENSMUSG00000024397,842,745.96,1.12,18,,
ENSMUSG00000017667,8205,8086.52,1.119,195,,
ENSMUSG00000106978,2008,1120.24,1.119,27,,
ENSMUSG00000025626,4350,3278.69,1.118,79,,
ENSMUSG00000061882,1984,1756.63,1.118,42.3,,
ENSMUSG00000051037,2712,1867.87,1.118,45,,
ENSMUSG00000078955,575,456.92,1.117,11,,
ENSMUSG00000047090,2161,2119.03,1.117,51,,
ENSMUSG00000074305,7265,7561.79,1.117,182,,
ENSMUSG00000040875,2490,2326.59,1.117,56,,
ENSMUSG00000062012,1446,1329.23,1.117,32,,
ENSMUSG00000118294,214,83.14,1.116,2,,
ENSMUSG00000039377,2278,1956.24,1.115,47,,
ENSMUSG00000020787,2486,2496.85,1.115,60,,
ENSMUSG00000037624,3072,2917.18,1.114,70,,
ENSMUSG00000028780,5491,4207.75,1.114,101,,
ENSMUSG00000110945,2578,2208.39,1.114,53,,
ENSMUSG00000101236,268,133.67,1.114,3.21,,
ENSMUSG00000079355,1750,1709.25,1.113,41,,
ENSMUSG00000091736,2867,1852.93,1.112,44.38,,
ENSMUSG00000070867,6617,6719.31,1.112,161,,
ENSMUSG00000029673,4915,4675.17,1.112,112,,
ENSMUSG00000093485,1780,1734.42,1.112,41.55,,
ENSMUSG00000116835,615,494.14,1.112,11.84,,
ENSMUSG00000024236,6043,6056.88,1.111,145,,
ENSMUSG00000038570,924,626.94,1.11,15,,
ENSMUSG00000113996,420,292.64,1.11,7,,
ENSMUSG00000044167,8665,7994,1.109,191,,
ENSMUSG00000063535,4044,3891.28,1.109,93,,
ENSMUSG00000044629,1608,1380.54,1.109,33,,
ENSMUSG00000081600,1002,915.55,1.109,21.88,,
ENSMUSG00000039963,856,752.97,1.109,18,,
ENSMUSG00000051228,5183,5108.79,1.108,122,,
ENSMUSG00000070490,1002,912.12,1.107,21.76,,
ENSMUSG00000028064,2163,2096.17,1.107,50,,
ENSMUSG00000038368,3386,3480.5,1.107,83,,
ENSMUSG00000020310,1172,1048.22,1.107,25,,
ENSMUSG00000034330,4298,4443.03,1.107,106,,
ENSMUSG00000110161,545,419.38,1.107,10,,
ENSMUSG00000037926,8111,7968.99,1.107,190,,
ENSMUSG00000081967,386,253.27,1.106,6.04,,
ENSMUSG00000039611,902,797.01,1.106,19,,
ENSMUSG00000034731,13650,11369.86,1.106,271,,
ENSMUSG00000057060,2658,2483.5,1.103,59,,
ENSMUSG00000117335,624,504.99,1.103,12,,
ENSMUSG00000097204,1148,1053.23,1.102,25,,
ENSMUSG00000009772,2734,2656.75,1.101,63,,
ENSMUSG00000103953,477,353.12,1.101,8.38,,
ENSMUSG00000026831,812,674.43,1.101,16,,
ENSMUSG00000040841,3007,2741.23,1.101,65,,
ENSMUSG00000031626,3189,2823.31,1.101,67,,
ENSMUSG00000012519,1986,1938.47,1.101,46,,
ENSMUSG00000038057,581,463.91,1.1,11,,
ENSMUSG00000049562,2250,2109.92,1.1,50,,
ENSMUSG00000103979,177,52.17,1.099,1.24,,
ENSMUSG00000086288,814,717.68,1.099,17,,
ENSMUSG00000097164,6566,5828.67,1.099,138,,
ENSMUSG00000000782,2294,2195.53,1.099,52,,
ENSMUSG00000079450,2987,2071.78,1.098,49,,
ENSMUSG00000060397,2920,2790.63,1.098,66,,
ENSMUSG00000115186,1458,1352.09,1.098,32,,
ENSMUSG00000021696,2772,2494.77,1.098,59,,
ENSMUSG00000053062,1935,1733.08,1.098,41,,
ENSMUSG00000094103,3863,3286.18,1.096,77.61,,
ENSMUSG00000024246,1860,1736.65,1.096,41,,
ENSMUSG00000035697,3364,3347.05,1.095,79,,
ENSMUSG00000048572,5034,4957.79,1.095,117,,
ENSMUSG00000046491,1211,1103.93,1.093,26,,
ENSMUSG00000085549,388,254.9,1.092,6,,
ENSMUSG00000022021,2516,2124.97,1.092,50,,
ENSMUSG00000022754,1077,850.27,1.092,20,,
ENSMUSG00000035472,2129,1573.32,1.091,37,,
ENSMUSG00000117929,973,847.68,1.091,19.93,,
ENSMUSG00000081076,888,780.24,1.09,18.33,,
ENSMUSG00000028036,3207,2728.36,1.089,64,,
ENSMUSG00000084145,1482,1443.89,1.089,33.89,,
ENSMUSG00000043015,3045,2773.63,1.088,65,,
ENSMUSG00000015659,3291,3326.43,1.088,78,,
ENSMUSG00000085614,628,512.44,1.087,12,,
ENSMUSG00000026288,1913,1879.62,1.086,44,,
ENSMUSG00000074665,1881,1837.66,1.086,43,,
ENSMUSG00000016087,3318,2564.37,1.086,60,,
ENSMUSG00000098893,799,699.06,1.086,16.36,,
ENSMUSG00000003228,6580,6416.71,1.085,150,,
ENSMUSG00000033420,5253,5181.78,1.084,121,,
ENSMUSG00000035506,2364,2354.16,1.084,55,,
ENSMUSG00000043223,972,850.82,1.084,19.87,,
ENSMUSG00000097141,1893,1366.41,1.084,31.92,,
ENSMUSG00000085151,883,728.2,1.083,17,,
ENSMUSG00000028497,4680,4327.95,1.083,101,,
ENSMUSG00000086013,899,771.05,1.083,18,,
ENSMUSG00000031642,5479,4841.47,1.083,113,,
ENSMUSG00000086003,551,429.01,1.082,10,,
ENSMUSG00000113074,1887,1629.42,1.082,38,,
ENSMUSG00000079467,553,429.05,1.082,10,,
ENSMUSG00000031478,2021,1974.61,1.081,46,,
ENSMUSG00000071037,1613,1459.36,1.081,34,,
ENSMUSG00000051998,2309,2277.66,1.08,53,,
ENSMUSG00000041827,2125,2104.79,1.08,49,,
ENSMUSG00000007122,1062,989.2,1.079,23,,
ENSMUSG00000028456,6046,6152.32,1.079,143,,
ENSMUSG00000028634,1232,1161.59,1.079,27,,
ENSMUSG00000038886,5813,5762.4,1.079,134,,
ENSMUSG00000053783,921,773.94,1.079,18,,
ENSMUSG00000113263,1220,1136.28,1.079,26.42,,
ENSMUSG00000100704,500,344.31,1.078,8,,
ENSMUSG00000038463,3095,3058.49,1.077,71,,
ENSMUSG00000086742,1981,1938.65,1.077,45,,
ENSMUSG00000036169,1781,1465.75,1.077,34,,
ENSMUSG00000037860,597,431.26,1.076,10,,
ENSMUSG00000050930,3542,3107.9,1.075,72,,
ENSMUSG00000041729,3427,3367.12,1.075,78,,
ENSMUSG00000027983,2068,1943.86,1.074,45,,
ENSMUSG00000082876,1079,962.66,1.074,22.28,,
ENSMUSG00000107121,768,604.87,1.074,14,,
ENSMUSG00000027317,787,691.96,1.073,16,,
ENSMUSG00000030148,1203,951.51,1.073,22,,
ENSMUSG00000028626,2924,2641.49,1.072,61,,
ENSMUSG00000052912,3123,2607.52,1.072,60.26,,
ENSMUSG00000071369,5450,5453.5,1.072,126,,
ENSMUSG00000031840,1381,1299.27,1.072,30,,
ENSMUSG00000023009,4853,4589.46,1.072,106,,
ENSMUSG00000025172,1100,996.07,1.072,23,,
ENSMUSG00000020527,3988,3854.99,1.071,89,,
ENSMUSG00000055480,3704,2685.79,1.071,62,,
ENSMUSG00000026135,5558,5553.11,1.07,128,,
ENSMUSG00000007209,1396,1345.02,1.07,31,,
ENSMUSG00000026592,909,738.96,1.068,17,,
ENSMUSG00000071103,1730,1608.62,1.068,37,,
ENSMUSG00000067813,1926,1218.48,1.067,28,,
ENSMUSG00000052396,1780,1739.34,1.067,40,,
ENSMUSG00000015852,2273,2134.35,1.065,49,,
ENSMUSG00000073067,1126,1045.51,1.065,24,,
ENSMUSG00000078607,1225,1002.19,1.065,23,,
ENSMUSG00000035165,1169,1090.81,1.064,25,,
ENSMUSG00000036091,1700,1657.89,1.064,38,,
ENSMUSG00000091834,990,785.93,1.063,18,,
ENSMUSG00000022610,1254,1179.31,1.063,27,,
ENSMUSG00000024511,3295,2400.87,1.063,55,,
ENSMUSG00000105892,832,711.7,1.062,16.29,,
ENSMUSG00000097392,3332,2184.47,1.062,50,,
ENSMUSG00000038037,2785,2579.05,1.062,59,,
ENSMUSG00000034342,9723,9576.86,1.061,219,,
ENSMUSG00000060678,820,621.74,1.061,14.21,,
ENSMUSG00000100720,545,427.47,1.06,9.76,,
ENSMUSG00000108103,643,525.56,1.06,12,,
ENSMUSG00000047061,2531,2321.4,1.06,53,,
ENSMUSG00000040183,4444,4336.73,1.059,99,,
ENSMUSG00000059305,568,438.45,1.059,10,,
ENSMUSG00000045842,711,579.41,1.059,13.22,,
ENSMUSG00000070814,3428,3421.67,1.058,78,,
ENSMUSG00000056679,1298,1185.7,1.057,27,,
ENSMUSG00000029130,1300,1185.11,1.057,27,,
ENSMUSG00000031824,4706,4828.96,1.057,110,,
ENSMUSG00000032091,2284,2284.28,1.057,52,,
ENSMUSG00000043024,1984,1961.64,1.055,44.59,,
ENSMUSG00000041343,2654,2463.99,1.055,56,,
ENSMUSG00000022780,4133,4180.49,1.055,95,,
ENSMUSG00000078773,2466,1922.83,1.054,43.66,,
ENSMUSG00000030806,4005,4137.77,1.054,94,,
ENSMUSG00000110834,461,264.15,1.054,6,,
ENSMUSG00000071181,1401,1276.53,1.054,29,,
ENSMUSG00000075511,3264,3215.52,1.054,73,,
ENSMUSG00000032850,3794,3833.96,1.053,87,,
ENSMUSG00000102545,1271,1058.51,1.052,24,,
ENSMUSG00000042155,3703,3313.24,1.051,75,,
ENSMUSG00000089687,761,618.04,1.051,14,,
ENSMUSG00000107564,164,44.16,1.051,1,,
ENSMUSG00000107569,164,44.16,1.051,1,,
ENSMUSG00000030287,10774,11167.11,1.051,253,,
ENSMUSG00000095427,855,737.96,1.05,16.7,,
ENSMUSG00000032724,4558,4380.75,1.049,99,,
ENSMUSG00000042606,1033,929.35,1.049,21,,
ENSMUSG00000061666,2336,2078.94,1.049,47,,
ENSMUSG00000024427,4755,4690.46,1.049,106,,
ENSMUSG00000030677,1014,930.11,1.048,21,,
ENSMUSG00000028476,4433,4078.68,1.047,92,,
ENSMUSG00000112148,1708,1464.89,1.047,33.06,,
ENSMUSG00000111521,1620,1551.31,1.047,35,,
ENSMUSG00000078771,1497,1283.92,1.047,28.96,,
ENSMUSG00000024827,3729,3723.37,1.047,84,,
ENSMUSG00000055485,7864,7499.81,1.046,169,,
ENSMUSG00000107876,490,354.91,1.046,8,,
ENSMUSG00000034427,3228,3237.69,1.046,73,,
ENSMUSG00000097006,2318,2307.73,1.046,52,,
ENSMUSG00000113800,1044,831.32,1.045,18.72,,
ENSMUSG00000104444,274,133.34,1.044,3,,
ENSMUSG00000095580,165,44.45,1.044,1,,
ENSMUSG00000093834,165,44.45,1.044,1,,
ENSMUSG00000020059,1139,578.16,1.044,13,,
ENSMUSG00000027276,5612,5162.71,1.043,116,,
ENSMUSG00000087692,417,222.47,1.043,5,,
ENSMUSG00000116138,1475,1290.28,1.043,29,,
ENSMUSG00000034653,6318,4850.83,1.043,109,,
ENSMUSG00000101875,574,449.05,1.042,10.08,,
ENSMUSG00000102038,898,803.66,1.042,18.05,,
ENSMUSG00000027794,2364,2318.73,1.041,52,,
ENSMUSG00000089810,1589,1471.01,1.041,33,,
ENSMUSG00000005410,2688,2723.1,1.04,61,,
ENSMUSG00000032482,1937,1830.04,1.04,41,,
ENSMUSG00000047257,1232,1160.3,1.04,26,,
ENSMUSG00000112852,367,223.15,1.04,5,,
ENSMUSG00000022220,3133,3172.37,1.039,71,,
ENSMUSG00000039115,7020,7057.11,1.039,158,,
ENSMUSG00000073400,2245,2187.9,1.039,49,,
ENSMUSG00000082550,329,188.97,1.038,4.23,,
ENSMUSG00000046230,9481,7644.59,1.038,171,,
ENSMUSG00000094463,1264,1203.93,1.037,26.91,,
ENSMUSG00000022583,818,716.06,1.037,16,,
ENSMUSG00000034456,3370,3451.28,1.035,77,,
ENSMUSG00000034918,4129,4306.39,1.035,96,,
ENSMUSG00000115593,492,369.24,1.035,8.23,,
ENSMUSG00000044617,5960,6014.26,1.034,134,,
ENSMUSG00000072553,531,404.15,1.034,9,,
ENSMUSG00000022947,1170,1032.44,1.034,23,,
ENSMUSG00000052371,497,359.65,1.032,8,,
ENSMUSG00000027499,3617,2564.08,1.032,57,,
ENSMUSG00000047638,1989,1799.3,1.032,40,,
ENSMUSG00000082399,480,348.51,1.031,7.74,,
ENSMUSG00000033752,875,674.95,1.031,15,,
ENSMUSG00000036661,3882,3960.8,1.031,88,,
ENSMUSG00000001151,4167,4147.46,1.03,92,,
ENSMUSG00000110569,764,662.76,1.03,14.71,,
ENSMUSG00000040929,6016,4864.75,1.03,108,,
ENSMUSG00000103880,361,226.59,1.029,5.03,,
ENSMUSG00000038047,6158,5142.54,1.029,114,,
ENSMUSG00000074065,1172,1037.41,1.029,23,,
ENSMUSG00000044034,530,360.8,1.029,8,,
ENSMUSG00000046133,913,812.74,1.028,18,,
ENSMUSG00000066180,483,361.13,1.028,8,,
ENSMUSG00000045877,2009,1986.65,1.028,44,,
ENSMUSG00000038172,2476,2079.05,1.027,46,,
ENSMUSG00000017390,2127,2123.66,1.027,47,,
ENSMUSG00000105866,526,399.11,1.026,8.82,,
ENSMUSG00000079469,2303,2172.75,1.025,48,,
ENSMUSG00000114244,585,452.63,1.025,10,,
ENSMUSG00000009670,3253,2674.32,1.024,59,,
ENSMUSG00000032192,2105,1949.72,1.024,43,,
ENSMUSG00000080006,438,309.51,1.023,6.82,,
ENSMUSG00000028068,3939,4037.51,1.023,89,,
ENSMUSG00000026683,1238,1044.83,1.022,23,,
ENSMUSG00000026981,1698,1589.43,1.022,35,,
ENSMUSG00000036959,4669,4720.56,1.022,104,,
ENSMUSG00000073063,562,439.32,1.022,9.67,,
ENSMUSG00000031403,2804,2500.74,1.021,55,,
ENSMUSG00000090659,3258,2600.43,1.021,57.22,,
ENSMUSG00000100309,951,865.74,1.02,19.02,,
ENSMUSG00000053178,1368,1083.18,1.02,23.8,,
ENSMUSG00000105851,956,818.87,1.02,18,,
ENSMUSG00000019767,3350,3320.18,1.02,73,,
ENSMUSG00000039616,2903,2912.11,1.02,64,,
ENSMUSG00000058230,8563,8651.35,1.019,190,,
ENSMUSG00000019726,12858,12755.56,1.019,280,,
ENSMUSG00000082729,306,159.8,1.018,3.51,,
ENSMUSG00000109171,167,45.61,1.018,1,,
ENSMUSG00000000948,3520,1613.82,1.017,35.37,,
ENSMUSG00000061527,2197,2151.7,1.017,47.14,,
ENSMUSG00000058542,552,420.06,1.017,9.21,,
ENSMUSG00000082274,1789,1744.8,1.016,38.2,,
ENSMUSG00000040424,2548,2466.87,1.016,54,,
ENSMUSG00000101559,587,456.93,1.016,10,,
ENSMUSG00000103103,1642,1552.84,1.016,34,,
ENSMUSG00000084866,1126,1004.82,1.016,22,,
ENSMUSG00000045441,8339,6355.26,1.015,139,,
ENSMUSG00000086477,1168,1051.98,1.015,23,,
ENSMUSG00000040298,1970,1966.08,1.015,43,,
ENSMUSG00000053461,313,183.1,1.014,4,,
ENSMUSG00000080002,459,330.53,1.013,7.21,,
ENSMUSG00000058761,6346,6182.57,1.013,135,,
ENSMUSG00000093828,363,220.86,1.012,4.82,,
ENSMUSG00000091754,1746,1341.92,1.011,29.22,,
ENSMUSG00000082674,507,345.74,1.01,7.53,,
ENSMUSG00000040498,1908,1883.23,1.01,41,,
ENSMUSG00000031629,1174,918.6,1.01,20,,
ENSMUSG00000035868,4354,3297.91,1.01,71.76,,
ENSMUSG00000031274,5251,4789.6,1.008,104,,
ENSMUSG00000083713,495,371.33,1.008,8.06,,
ENSMUSG00000033590,2494,2393.17,1.008,52,,
ENSMUSG00000058881,7725,7183.58,1.008,156,,
ENSMUSG00000043290,2153,2119.28,1.007,46,,
ENSMUSG00000113527,550,368.63,1.007,8,,
ENSMUSG00000026358,1039,738.02,1.006,16,,
ENSMUSG00000117013,811,668.56,1.006,14.48,,
ENSMUSG00000033126,4522,4524.03,1.005,98,,
ENSMUSG00000031828,2181,2032.34,1.005,44,,
ENSMUSG00000027474,2271,2033.71,1.004,44,,
ENSMUSG00000054069,3000,3052,1.004,66,,
ENSMUSG00000051235,1696,1340.22,1.004,29,,
ENSMUSG00000018126,1636,1340.25,1.004,29,,
ENSMUSG00000061242,483,359.06,1.004,7.77,,
ENSMUSG00000015850,4036,3933.25,1.003,85,,
ENSMUSG00000046683,677,508.86,1.003,11,,
ENSMUSG00000025666,3133,1852.73,1.002,40,,
ENSMUSG00000012428,3155,2870.61,1.002,62,,
ENSMUSG00000083443,1566,1545.64,1.002,33.37,,
ENSMUSG00000108659,1614,1204.52,1.002,26,,
ENSMUSG00000097592,1224,1157.82,1.002,25,,
ENSMUSG00000018893,1058,973.11,1.002,21,,
ENSMUSG00000105875,650,542.39,1.001,11.7,,
ENSMUSG00000110206,1292,1160.18,1,25,,
ENSMUSG00000115099,1940,1857.12,1,40,,
ENSMUSG00000063060,3299,3019.09,0.999,65,,
ENSMUSG00000114487,546,387.48,0.999,8.34,,
ENSMUSG00000042109,2258,2183.21,0.999,47,,
ENSMUSG00000072660,954,790.76,0.998,17,,
ENSMUSG00000045039,7649,7535.69,0.998,162,,
ENSMUSG00000072675,2311,2249.15,0.998,48.39,,
ENSMUSG00000022615,2037,1866.12,0.998,40.14,,
ENSMUSG00000020627,7041,6658.65,0.997,143,,
ENSMUSG00000027778,4675,3962.07,0.996,85,,
ENSMUSG00000018238,1793,1771.45,0.996,38,,
ENSMUSG00000089764,1048,979.21,0.996,21.01,,
ENSMUSG00000043488,468,326.04,0.996,7,,
ENSMUSG00000063821,1138,979.81,0.995,21,,
ENSMUSG00000073386,2503,2472.07,0.995,52.97,,
ENSMUSG00000027452,3618,3596.49,0.994,77,,
ENSMUSG00000068854,2620,2475.7,0.994,53,,
ENSMUSG00000028444,1926,1820.14,0.994,39,,
ENSMUSG00000034800,2184,2150.71,0.993,46,,
ENSMUSG00000023216,1919,1403.72,0.992,30,,
ENSMUSG00000040003,2462,2059.16,0.992,44,,
ENSMUSG00000048334,1449,1184.84,0.992,25.33,,
ENSMUSG00000048486,3967,3838.84,0.991,82,,
ENSMUSG00000053654,1336,1217.53,0.991,26,,
ENSMUSG00000031090,2204,2203.55,0.99,47,,
ENSMUSG00000059842,3299,3239.5,0.989,69,,
ENSMUSG00000104309,1414,1368.38,0.989,29.17,,
ENSMUSG00000092418,423,282.07,0.987,6,,
ENSMUSG00000066687,3956,3999.55,0.986,85,,
ENSMUSG00000078932,2041,1835.49,0.986,39,,
ENSMUSG00000059089,1256,1178.34,0.985,25,,
ENSMUSG00000064288,312,147,0.985,3.12,,
ENSMUSG00000087187,459,330.06,0.984,7,,
ENSMUSG00000081170,809,690.47,0.984,14.64,,
ENSMUSG00000078143,852,707.24,0.984,15,,
ENSMUSG00000035032,2920,2829.93,0.984,60,,
ENSMUSG00000007646,1867,1746.02,0.984,37,,
ENSMUSG00000115852,1059,965.53,0.983,20.45,,
ENSMUSG00000023411,3519,3403.13,0.982,72,,
ENSMUSG00000017309,2353,2315.55,0.982,49,,
ENSMUSG00000093387,686,413.84,0.982,8.76,,
ENSMUSG00000082609,431,302.11,0.981,6.38,,
ENSMUSG00000079852,1245,899.11,0.981,19,,
ENSMUSG00000058385,618,457.78,0.981,9.68,,
ENSMUSG00000017969,1876,1799.67,0.98,38,,
ENSMUSG00000079598,743,568.24,0.98,12,,
ENSMUSG00000072423,1145,1041.71,0.98,22,,
ENSMUSG00000091476,2940,2374.45,0.979,50.11,,
ENSMUSG00000069188,208,76.37,0.979,1.61,,
ENSMUSG00000030217,2517,2560.46,0.979,54,,
ENSMUSG00000092165,1022,740.48,0.979,15.62,,
ENSMUSG00000038065,5303,5174.01,0.978,109,,
ENSMUSG00000097383,3027,2847.98,0.978,60,,
ENSMUSG00000038534,3016,2988.36,0.978,63,,
ENSMUSG00000040658,1190,1044.36,0.978,22,,
ENSMUSG00000081418,700,570.01,0.977,12,,
ENSMUSG00000030200,1646,1615.26,0.977,34,,
ENSMUSG00000113622,652,499.03,0.977,10.5,,
ENSMUSG00000085999,414,285.24,0.976,6,,
ENSMUSG00000036572,2356,1901.81,0.976,40,,
ENSMUSG00000000223,4975,5182.5,0.976,109,,
ENSMUSG00000087440,1625,1142.15,0.975,24,,
ENSMUSG00000082289,784,656.08,0.974,13.77,,
ENSMUSG00000035298,1829,1381.68,0.974,29,,
ENSMUSG00000037110,9387,9298.44,0.973,195,,
ENSMUSG00000054034,1044,942.73,0.973,19.77,,
ENSMUSG00000090963,1776,1119.38,0.973,23.46,,
ENSMUSG00000036904,5974,5008.81,0.973,105,,
ENSMUSG00000041180,3669,2529.28,0.973,53,,
ENSMUSG00000019876,1238,907.48,0.972,19,,
ENSMUSG00000097757,1346,1289.61,0.972,27,,
ENSMUSG00000033906,5509,4733.65,0.971,99,,
ENSMUSG00000074158,4868,3445.2,0.971,72.05,,
ENSMUSG00000086725,2203,1958.96,0.971,41,,
ENSMUSG00000035983,1366,1146.93,0.971,24,,
ENSMUSG00000102123,2048,1915.17,0.969,40,,
ENSMUSG00000061411,5866,5794.99,0.969,121,,
ENSMUSG00000087200,1770,1532.24,0.969,32,,
ENSMUSG00000046961,4584,4741.49,0.969,99,,
ENSMUSG00000068601,697,527.16,0.968,11,,
ENSMUSG00000019796,3276,2923.87,0.968,61,,
ENSMUSG00000042436,1722,1678.37,0.968,35,,
ENSMUSG00000079594,387,206.2,0.968,4.3,,
ENSMUSG00000035062,2075,1823.18,0.967,38,,
