"Name","Length","EffectiveLength","TPM","NumReads","MGI_symbol_manual","Gene_name_manual","MGI_symbol_bm","Gene_name_bm"
"ENSMUSG00000028111",1512,1499.6,667.868,22957,"Ctsk","Ctsk","Ctsk","Ctsk"
"ENSMUSG00000036781",500,232.26,666.818,3550,"Rps27l","Rps27l","Rps27l","Rps27l"
"ENSMUSG00000001175",1237,860.42,666.657,13148,"Calm1","Calm1","Calm1","Calm1"
"ENSMUSG00000007891",2085,2332.9,656.075,35083,"Ctsd","Ctsd","Ctsd","Ctsd"
"ENSMUSG00000060802",860,362.12,654.656,5434,"B2m","B2m","B2m","B2m"
"ENSMUSG00000081049",402,159.24,653.58,2385.64,"Rps24-ps3","Rps24-ps3","Rps24-ps3","Rps24-ps3"
"ENSMUSG00000059534",446,352.59,652.694,5275,"Uqcr10","Uqcr10","Uqcr10","Uqcr10"
"ENSMUSG00000099250",300,174.26,636.514,2542.43,"","",NA,NA
"ENSMUSG00000020649",2111,1414.59,636.024,20623,"Rrm2","Rrm2","Rrm2","Rrm2"
"ENSMUSG00000030342",1226,960.8,635.6,13998,"Cd9","Cd9","Cd9","Cd9"
"ENSMUSG00000056201",1168,1159.72,632.589,16816.08,"Cfl1","Cfl1","Cfl1","Cfl1"
"ENSMUSG00000035530",1156,894.77,629.543,12911.73,"Eif1","Eif1","Eif1","Eif1"
"ENSMUSG00000029465",898,777.77,629.523,11223,"Arpc3","Arpc3","Arpc3","Arpc3"
"ENSMUSG00000024048",938,774.85,626.42,11125.75,"Myl12a","Myl12a","Myl12a","Myl12a"
"ENSMUSG00000016559",1852,751.43,625.097,10766.75,"H3f3b","H3f3b","H3f3b","H3f3b"
"ENSMUSG00000034994",2985,3510.38,623.558,50174.05,"Eef2","Eef2","Eef2","Eef2"
"ENSMUSG00000005161",1211,1103.19,623.151,15757.69,"Prdx2","Prdx2","Prdx2","Prdx2"
"ENSMUSG00000029632",611,296.51,615.455,4183,"Ndufa4","Ndufa4","Ndufa4","Ndufa4"
"ENSMUSG00000078795",1391,1196.87,614.154,16849,"Ceacam15","Ceacam15","Ceacam15","Ceacam15"
"ENSMUSG00000062382",938,943.46,612.249,13240.3,"Ftl1-ps1","Ftl1-ps1","Ftl1-ps1","Ftl1-ps1"
"ENSMUSG00000026421",1823,1964.46,608.187,27386,"Csrp1","Csrp1","Csrp1","Csrp1"
"ENSMUSG00000071644",1742,1809.97,605.083,25103.45,"Eef1g","Eef1g","Eef1g","Eef1g"
"ENSMUSG00000046727",824,591.59,602.72,8173,"Cystm1","Cystm1","Cystm1","Cystm1"
"ENSMUSG00000035885",550,450.08,602.714,6218,"Cox8a","Cox8a","Cox8a","Cox8a"
"ENSMUSG00000021242",2840,2736.23,602.112,37764,"Npc2","Npc2","Npc2","Npc2"
"ENSMUSG00000117098",653,615.48,601.566,8486.84,"Gm49909","Gm49909","Gm49909","Gm49909"
"ENSMUSG00000074800",276,156.71,599.912,2154.96,"Gm4149","Gm4149","Gm4149","Gm4149"
"ENSMUSG00000035242",952,870.91,599.193,11961.58,"Oaz1","Oaz1","Oaz1","Oaz1"
"ENSMUSG00000073676",775,450.55,598.306,6179.01,"Hspe1","Hspe1","Hspe1","Hspe1"
"ENSMUSG00000057113",1089,485.84,597.018,6648.61,"Npm1","Npm1","Npm1","Npm1"
"ENSMUSG00000038900",763,665.13,593.76,9052.39,"Rpl12","Rpl12","Rpl12","Rpl12"
"ENSMUSG00000002014",789,723,593.758,9840,"Ssr4","Ssr4","Ssr4","Ssr4"
"ENSMUSG00000031422",1304,855.13,586.896,11503.78,"Morf4l2","Morf4l2","Morf4l2","Morf4l2"
"ENSMUSG00000017778",522,335.81,582.918,4486.96,"Cox7c","Cox7c","Cox7c","Cox7c"
"ENSMUSG00000050856",372,254.92,582.548,3404,"Atp5k","Atp5k","Atp5k","Atp5k"
"ENSMUSG00000032330",536,371.93,582.499,4966,"Cox7a2","Cox7a2","Cox7a2","Cox7a2"
"ENSMUSG00000093904",950,671.78,582.142,8964.01,"Tomm20","Tomm20","Tomm20","Tomm20"
"ENSMUSG00000094800",364,228.76,581.03,3046.62,"","",NA,NA
"ENSMUSG00000031622",1112,1171.6,580.636,15593,"Sin3b","Sin3b","Sin3b","Sin3b"
"ENSMUSG00000041697",575,471.72,580.612,6277.99,"Cox6a1","Cox6a1","Cox6a1","Cox6a1"
"ENSMUSG00000078812",1225,1195.59,577.323,15821.58,"Eif5a","Eif5a","Eif5a","Eif5a"
"ENSMUSG00000055839",534,437.78,575.106,5771.07,"Elob","Elob","Elob","Elob"
"ENSMUSG00000046056",799,784.52,574.967,10339.37,"Sbsn","Sbsn","Sbsn","Sbsn"
"ENSMUSG00000062737",839,390,574.405,5134.83,"Prl3d2","Prl3d2","Prl3d2","Prl3d2"
"ENSMUSG00000003955",612,383.57,563.121,4951,"Fam162a","Fam162a","Fam162a","Fam162a"
"ENSMUSG00000026208",2956,3186.21,562.071,41050,"Des","Des","Des","Des"
"ENSMUSG00000031799",2158,1347.13,561.872,17349.82,"Tpm4","Tpm4","Tpm4","Tpm4"
"ENSMUSG00000092035",6618,5299.5,558.359,67826,"Peg10","Peg10","Peg10","Peg10"
"ENSMUSG00000039910",1980,1317.46,557.115,16824,"Cited2","Cited2","Cited2","Cited2"
"ENSMUSG00000078566",1473,723.38,556.859,9233.33,"Bnip3","Bnip3","Bnip3","Bnip3"
"ENSMUSG00000032323",2089,2319.01,553.768,29436,"Cyp11a1","Cyp11a1","Cyp11a1","Cyp11a1"
"ENSMUSG00000014313",530,329.37,551.391,4162.81,"Cox6c","Cox6c","Cox6c","Cox6c"
"ENSMUSG00000096942",438,345.93,548.023,4345.41,"Rps19-ps6","Rps19-ps6","Rps19-ps6","Rps19-ps6"
"ENSMUSG00000096768",954,730.05,547.232,9157.45,"Gm47283","Gm47283","Gm47283","Gm47283"
"ENSMUSG00000002233",1121,1147.38,547.11,14389,"Rhoc","Rhoc","Rhoc","Rhoc"
"ENSMUSG00000027533",999,626.03,545.108,7822.09,"Fabp5","Fabp5","Fabp5","Fabp5"
"ENSMUSG00000021939",2903,2796.73,538.857,34544,"Ctsb","Ctsb","Ctsb","Ctsb"
"ENSMUSG00000046721",653,499.96,529.446,6067.41,"Rpl14-ps1","Rpl14-ps1","Rpl14-ps1","Rpl14-ps1"
"ENSMUSG00000085114",547,378.08,528.949,4584,"1600025M17Rik","1600025M17Rik","1600025M17Rik","1600025M17Rik"
"ENSMUSG00000057666",786,765.45,526.301,9234.2,"Gapdh","Gapdh","Gapdh","Gapdh"
"ENSMUSG00000009013",677,509.89,526.284,6151,"Dynll1","Dynll1","Dynll1","Dynll1"
"ENSMUSG00000024208",500,410.26,524.145,4929,"Uqcc2","Uqcc2","Uqcc2","Uqcc2"
"ENSMUSG00000032068",1674,1270.36,523.233,15236,"Plet1","Plet1","Plet1","Plet1"
"ENSMUSG00000036438",943,436.69,520.994,5214.95,"Calm2","Calm2","Calm2","Calm2"
"ENSMUSG00000037072",1368,731.02,514.855,8627,"Selenof","Selenof","Selenof","Selenof"
"ENSMUSG00000021917",709,364.31,513.019,4284,"Spcs1","Spcs1","Spcs1","Spcs1"
"ENSMUSG00000027523",1612,1534.75,509.932,17939,"Gnas","Gnas","Gnas","Gnas"
"ENSMUSG00000061232",1087,1049.56,507.12,12200.21,"H2-K1","H2-K1","H2-K1","H2-K1"
"ENSMUSG00000022982",677,568.69,504.422,6575.3,"Sod1","Sod1","Sod1","Sod1"
"ENSMUSG00000073616",439,293.21,504.25,3389,"Cops9","Cops9","Cops9","Cops9"
"ENSMUSG00000032575",815,562.98,501.919,6477,"Manf","Manf","Manf","Manf"
"ENSMUSG00000056737",1104,1162.79,495.965,13219,"Capg","Capg","Capg","Capg"
"ENSMUSG00000037482",3378,2794,493.697,31618,"Erv3","Erv3","Erv3","Erv3"
"ENSMUSG00000022283",2436,1751.55,492.882,19788.58,"Pabpc1","Pabpc1","Pabpc1","Pabpc1"
"ENSMUSG00000027566",912,784.13,492.668,8855,"Psma7","Psma7","Psma7","Psma7"
"ENSMUSG00000070493",926,730.78,492.041,8242.05,"Chchd2","Chchd2","Chchd2","Chchd2"
"ENSMUSG00000031167",1204,679.47,490.222,7635.09,"Rbm3","Rbm3","Rbm3","Rbm3"
"ENSMUSG00000023456",1421,1543.33,490.019,17334.79,"Tpi1","Tpi1","Tpi1","Tpi1"
"ENSMUSG00000005610",1874,1062.02,489.909,11926,"Eif4g2","Eif4g2","Eif4g2","Eif4g2"
"ENSMUSG00000060743",813,535.7,489.36,6008.96,"H3f3a","H3f3a","H3f3a","H3f3a"
"ENSMUSG00000020163",447,344.77,487.93,3856,"Uqcr11","Uqcr11","Uqcr11","Uqcr11"
"ENSMUSG00000032366",1606,1390.08,477.953,15229,"Tpm1","Tpm1","Tpm1","Tpm1"
"ENSMUSG00000041453",902,704.33,476.503,7692.85,"Rpl21","Rpl21","Rpl21","Rpl21"
"ENSMUSG00000106918",498,294,473.611,3191.65,"Mrpl33","Mrpl33","Mrpl33","Mrpl33"
"ENSMUSG00000064337",955,158,472.162,1710,"mt-Rnr1","mt-Rnr1","mt-Rnr1","mt-Rnr1"
"ENSMUSG00000031231",991,463.37,469.338,4985,"Cox7b","Cox7b","Cox7b","Cox7b"
"ENSMUSG00000050608",648,470.38,464.291,5006,"Micos10","Micos10","Micos10","Micos10"
"ENSMUSG00000032294",2335,2647.98,462.159,28051.37,"Pkm","Pkm","Pkm","Pkm"
"ENSMUSG00000095180",754,690.43,457.671,7243,"Rhox5","Rhox5","Rhox5","Rhox5"
"ENSMUSG00000011114",1958,1769.78,456.411,18515,"Tbrg1","Tbrg1","Tbrg1","Tbrg1"
"ENSMUSG00000027447",859,830.13,456.222,8681,"Cst3","Cst3","Cst3","Cst3"
"ENSMUSG00000042903",3054,3262.39,456.126,34109,"Foxo4","Foxo4","Foxo4","Foxo4"
"ENSMUSG00000015932",1911,1055.44,453.611,10974,"Dstn","Dstn","Dstn","Dstn"
"ENSMUSG00000040649",1219,591.35,453.054,6141,"Rimklb","Rimklb","Rimklb","Rimklb"
"ENSMUSG00000059325",1143,686.4,452.98,7127,"Hopx","Hopx","Hopx","Hopx"
"ENSMUSG00000053332",590,242.71,448.105,2493,"Gas5","Gas5","Gas5","Gas5"
"ENSMUSG00000042682",777,530.15,446.985,5431.7,"Selenok","Selenok","Selenok","Selenok"
"ENSMUSG00000034566",624,509.51,446.676,5216.71,"Atp5h","Atp5h","Atp5h","Atp5h"
"ENSMUSG00000084349",1210,1187.87,443.892,12086.38,"Rpl3-ps1","Rpl3-ps1","Rpl3-ps1","Rpl3-ps1"
"ENSMUSG00000011179",2013,1700.62,442.26,17239.81,"Odc1","Odc1","Odc1","Odc1"
"ENSMUSG00000019929",1776,1117.67,441.235,11304,"Dcn","Dcn","Dcn","Dcn"
"ENSMUSG00000061518",803,508.82,438.9,5118.87,"Cox5b","Cox5b","Cox5b","Cox5b"
"ENSMUSG00000021290",369,157.72,436.754,1579,"Atp5mpl","Atp5mpl","Atp5mpl","Atp5mpl"
"ENSMUSG00000021996",894,625.51,436.141,6253.28,"Esd","Esd","Esd","Esd"
"ENSMUSG00000018585",539,465.2,435.329,4642,"Atox1","Atox1","Atox1","Atox1"
"ENSMUSG00000099021",300,174.26,433.662,1732.18,"","",NA,NA
"ENSMUSG00000033307",546,460.17,429.905,4534.56,"Mif","Mif","Mif","Mif"
"ENSMUSG00000099764",496,388.56,428.752,3818.72,"Rps10-ps2","Rps10-ps2","Rps10-ps2","Rps10-ps2"
"ENSMUSG00000020571",2091,1816.37,428.54,17842,"Pdia6","Pdia6","Pdia6","Pdia6"
"ENSMUSG00000037411",2979,3054.48,428.299,29987,"Serpine1","Serpine1","Serpine1","Serpine1"
"ENSMUSG00000028478",1077,955.91,427.909,9376,"Clta","Clta","Clta","Clta"
"ENSMUSG00000025467",620,573.93,426.895,5616,"Prap1","Prap1","Prap1","Prap1"
"ENSMUSG00000062201",841,393.62,426.079,3844.25,"Prl3d3","Prl3d3","Prl3d3","Prl3d3"
"ENSMUSG00000021546",1625,759.62,424.138,7385.02,"Hnrnpk","Hnrnpk","Hnrnpk","Hnrnpk"
"ENSMUSG00000041881",528,428.7,422.024,4147,"Ndufa7","Ndufa7","Ndufa7","Ndufa7"
"ENSMUSG00000001123",1520,1636.04,413.162,15494,"Lgals9","Lgals9","Lgals9","Lgals9"
"ENSMUSG00000055762",832,810.17,410.953,7631.64,"Eef1d","Eef1d","Eef1d","Eef1d"
"ENSMUSG00000024659",1632,1068.27,408.713,10008,"Anxa1","Anxa1","Anxa1","Anxa1"
"ENSMUSG00000024740",3228,3512.55,407.917,32843,"Ddb1","Ddb1","Ddb1","Ddb1"
"ENSMUSG00000086841",462,354.97,406.068,3304,"2410006H16Rik","2410006H16Rik","2410006H16Rik","2410006H16Rik"
"ENSMUSG00000008475",1906,1177.15,404.3,10908.99,"Arpc5","Arpc5","Arpc5","Arpc5"
"ENSMUSG00000001525",2599,2539.66,402.021,23403,"Tubb5","Tubb5","Tubb5","Tubb5"
"ENSMUSG00000018102",1156,590.37,392.592,5312.71,"H2bc4","H2bc4","H2bc4","H2bc4"
"ENSMUSG00000054428",538,401.73,392.04,3610,"Atpif1","Atpif1","Atpif1","Atpif1"
"ENSMUSG00000115783",168,44.65,390.86,400,"Bc1","Bc1","Bc1","Bc1"
"ENSMUSG00000043483",636,418.16,389.863,3736.86,"Gm6863","Gm6863","Gm6863","Gm6863"
"ENSMUSG00000022312",1292,1186.94,389.01,10583.73,"Eif3h","Eif3h","Eif3h","Eif3h"
"ENSMUSG00000030116",1173,936.29,387.626,8319,"Mfap5","Mfap5","Mfap5","Mfap5"
"ENSMUSG00000029390",2067,1157.03,387.367,10273.44,"Tmed2","Tmed2","Tmed2","Tmed2"
"ENSMUSG00000099927",798,806.76,386.346,7144.48,"Gm8226","Gm8226","Gm8226","Gm8226"
"ENSMUSG00000069972",453,307.35,385.379,2715.03,"Rps13-ps2","Rps13-ps2","Rps13-ps2","Rps13-ps2"
"ENSMUSG00000030220",1069,1003.8,384.721,8852,"Arhgdib","Arhgdib","Arhgdib","Arhgdib"
"ENSMUSG00000007815",1722,1095.66,380.499,9555.99,"Rhoa","Rhoa","Rhoa","Rhoa"
"ENSMUSG00000041548",1812,1838.22,380.086,16015,"Hspb8","Hspb8","Hspb8","Hspb8"
"ENSMUSG00000028691",1794,888.18,379.001,7716,"Prdx1","Prdx1","Prdx1","Prdx1"
"ENSMUSG00000033379",923,906.06,378.844,7868,"Atp6v0b","Atp6v0b","Atp6v0b","Atp6v0b"
"ENSMUSG00000043770",297,177.37,377.852,1536.21,"Gm12481","Gm12481","Gm12481","Gm12481"
"ENSMUSG00000032051",886,492.72,374.444,4229,"Fdx1","Fdx1","Fdx1","Fdx1"
"ENSMUSG00000015837",1771,1830.83,374.353,15710,"Sqstm1","Sqstm1","Sqstm1","Sqstm1"
"ENSMUSG00000004285",703,638.85,372.112,5449.05,"Atp6v1f","Atp6v1f","Atp6v1f","Atp6v1f"
"ENSMUSG00000081087",392,188.12,368.692,1589.85,"Rps15a-ps7","Rps15a-ps7","Rps15a-ps7","Rps15a-ps7"
"ENSMUSG00000110841",726,669.51,368.478,5654.82,"Gpx4-ps2","Gpx4-ps2","Gpx4-ps2","Gpx4-ps2"
"ENSMUSG00000024725",1267,998.47,368.25,8428,"Ostf1","Ostf1","Ostf1","Ostf1"
"ENSMUSG00000038690",725,636.35,366.525,5346.21,"Atp5j2","Atp5j2","Atp5j2","Atp5j2"
"ENSMUSG00000064367",1824,465.39,366.436,3909,"mt-Nd5","mt-Nd5","mt-Nd5","mt-Nd5"
"ENSMUSG00000025204",642,573.85,366.283,4818,"Ndufb8","Ndufb8","Ndufb8","Ndufb8"
"ENSMUSG00000008348",2617,3042.89,363.679,25366,"Ubc","Ubc","Ubc","Ubc"
"ENSMUSG00000078578",1204,485.77,362.903,4040.79,"Ube2d3","Ube2d3","Ube2d3","Ube2d3"
"ENSMUSG00000060147",1400,1122.33,362.554,9327,"Serpinb6a","Serpinb6a","Serpinb6a","Serpinb6a"
"ENSMUSG00000028639",1494,1188.94,362.037,9866.49,"Ybx1","Ybx1","Ybx1","Ybx1"
"ENSMUSG00000067147",801,810.3,361.887,6721.5,"Rpl7a-ps11","Rpl7a-ps11","Rpl7a-ps11","Rpl7a-ps11"
"ENSMUSG00000083380",390,242.63,360.834,2006.77,"Ndufb4c","Ndufb4c","Ndufb4c","Ndufb4c"
"ENSMUSG00000028843",697,663.02,359.332,5461,"Sh3bgrl3","Sh3bgrl3","Sh3bgrl3","Sh3bgrl3"
"ENSMUSG00000062070",1819,1648.92,359,13568.82,"Pgk1","Pgk1","Pgk1","Pgk1"
"ENSMUSG00000028776",1900,2036.66,358.24,16724,"Tinagl1","Tinagl1","Tinagl1","Tinagl1"
"ENSMUSG00000031447",2220,1821.65,358.085,14952,"Lamp1","Lamp1","Lamp1","Lamp1"
"ENSMUSG00000044627",770,601.13,354.599,4886,"Swi5","Swi5","Swi5","Swi5"
"ENSMUSG00000030057",1654,1009.04,352.587,8155,"Cnbp","Cnbp","Cnbp","Cnbp"
"ENSMUSG00000068523",604,298.57,351.802,2407.62,"Gng5","Gng5","Gng5","Gng5"
"ENSMUSG00000073411",1842,1849.12,350.949,14874.96,"H2-D1","H2-D1","H2-D1","H2-D1"
"ENSMUSG00000055093",471,262.47,350.923,2111.26,"Rps27a-ps3","Rps27a-ps3","Rps27a-ps3","Rps27a-ps3"
"ENSMUSG00000063556",468,307.74,350.34,2471.27,"Gm10132","Gm10132","Gm10132","Gm10132"
"ENSMUSG00000091537",883,526.33,349.917,4221.53,"Tma7","Tma7","Tma7","Tma7"
"ENSMUSG00000021347",925,290.54,349.115,2325,"Prl7b1","Prl7b1","Prl7b1","Prl7b1"
"ENSMUSG00000027248",2627,1512.51,347.828,12059,"Pdia3","Pdia3","Pdia3","Pdia3"
"ENSMUSG00000023039",2661,2839.78,347.52,22621,"Krt7","Krt7","Krt7","Krt7"
"ENSMUSG00000080848",472,317.77,346.376,2522.97,"Gm9385","Gm9385","Gm9385","Gm9385"
"ENSMUSG00000070436",2166,2248.71,346.265,17848,"Serpinh1","Serpinh1","Serpinh1","Serpinh1"
"ENSMUSG00000006304",1422,977.43,344.975,7729,"Arpc2","Arpc2","Arpc2","Arpc2"
"ENSMUSG00000042541",1472,380.99,344.667,3010,"Sem1","Sem1","Sem1","Sem1"
"ENSMUSG00000030218",620,499.96,340.667,3904,"Mgp","Mgp","Mgp","Mgp"
"ENSMUSG00000023004",1610,1768.03,340.665,13805.9,"Tuba1b","Tuba1b","Tuba1b","Tuba1b"
"ENSMUSG00000035491",835,831.4,339.557,6471,"Fthl17a","Fthl17a","Fthl17a","Fthl17a"
"ENSMUSG00000020849",2052,1199.02,337.219,9268,"Ywhae","Ywhae","Ywhae","Ywhae"
"ENSMUSG00000080921",213,76.57,335.134,588.18,"Rpl38-ps2","Rpl38-ps2","Rpl38-ps2","Rpl38-ps2"
"ENSMUSG00000056851",977,775.2,331.113,5883.51,"Pcbp2","Pcbp2","Pcbp2","Pcbp2"
"ENSMUSG00000016427",419,233.82,330.817,1773,"Ndufa1","Ndufa1","Ndufa1","Ndufa1"
"ENSMUSG00000063524",1943,2141.78,329.531,16177.8,"Eno1","Eno1","Eno1","Eno1"
"ENSMUSG00000069008",1252,1143.02,329.291,8627.39,"Gm5537","Gm5537","Gm5537","Gm5537"
"ENSMUSG00000015092",722,671.35,328.67,5057.76,"Edf1","Edf1","Edf1","Edf1"
"ENSMUSG00000006360",457,369.5,327.882,2777,"Crip1","Crip1","Crip1","Crip1"
"ENSMUSG00000026547",1511,1628.45,327.645,12230,"Tagln2","Tagln2","Tagln2","Tagln2"
"ENSMUSG00000026073",1358,1238.94,326.143,9262,"Il1r2","Il1r2","Il1r2","Il1r2"
"ENSMUSG00000046516",463,262.05,325.809,1957,"Cox17","Cox17","Cox17","Cox17"
"ENSMUSG00000005413",1558,1595.04,324.252,11855,"Hmox1","Hmox1","Hmox1","Hmox1"
"ENSMUSG00000042712",1013,495.9,323.483,3677,"Tceal9","Tceal9","Tceal9","Tceal9"
"ENSMUSG00000021764",570,278.65,323.148,2064,"Ndufs4","Ndufs4","Ndufs4","Ndufs4"
"ENSMUSG00000058558",1151,693.24,321.331,5106.03,"Rpl5","Rpl5","Rpl5","Rpl5"
"ENSMUSG00000042043",558,222.68,321.106,1638.97,"Tbca","Tbca","Tbca","Tbca"
"ENSMUSG00000090553",504,162.58,317.261,1182.31,"Snrpe","Snrpe","Snrpe","Snrpe"
"ENSMUSG00000029713",1192,1196.93,316.083,8672,"Gnb2","Gnb2","Gnb2","Gnb2"
"ENSMUSG00000048076",1803,1600.21,314.678,11542.25,"Arf1","Arf1","Arf1","Arf1"
"ENSMUSG00000029616",1138,1065.48,313.439,7655,"Erp29","Erp29","Erp29","Erp29"
"ENSMUSG00000027562",1781,1442.72,312.945,10349,"Car2","Car2","Car2","Car2"
"ENSMUSG00000061904",1599,1148.98,311.163,8195,"Slc25a3","Slc25a3","Slc25a3","Slc25a3"
"ENSMUSG00000028692",1431,1438.67,309.792,10216,"Akr1a1","Akr1a1","Akr1a1","Akr1a1"
"ENSMUSG00000031633",1645,1371.09,308.772,9704,"Slc25a4","Slc25a4","Slc25a4","Slc25a4"
"ENSMUSG00000068396",354,244.94,308.588,1732.55,"Rpl34-ps1","Rpl34-ps1","Rpl34-ps1","Rpl34-ps1"
"ENSMUSG00000025503",1222,1243.44,308.393,8789.79,"Taldo1","Taldo1","Taldo1","Taldo1"
"ENSMUSG00000067719",309,152,308.231,1073.91,"Gm10221","Gm10221","Gm10221","Gm10221"
"ENSMUSG00000066553",342,205.12,305.963,1438.52,"Gm6969","Gm6969","Gm6969","Gm6969"
"ENSMUSG00000001794",1193,1224.77,305.728,8583,"Capns1","Capns1","Capns1","Capns1"
"ENSMUSG00000032966",1415,1070.68,304.623,7476,"Fkbp1a","Fkbp1a","Fkbp1a","Fkbp1a"
"ENSMUSG00000035674",479,342.53,304.026,2387,"Ndufa3","Ndufa3","Ndufa3","Ndufa3"
"ENSMUSG00000069259",868,377.33,303.383,2624,"Prl6a1","Prl6a1","Prl6a1","Prl6a1"
"ENSMUSG00000026701",1357,1190.4,300.152,8190,"Prdx6","Prdx6","Prdx6","Prdx6"
"ENSMUSG00000095742",243,99.11,298.441,678,"","","",""
"ENSMUSG00000016308",833,427.86,297.841,2921,"Ube2a","Ube2a","Ube2a","Ube2a"
"ENSMUSG00000018286",786,770.44,297.773,5258.62,"Psmb6","Psmb6","Psmb6","Psmb6"
"ENSMUSG00000022956",829,770.84,297.58,5257.93,"Atp5o","Atp5o","Atp5o","Atp5o"
"ENSMUSG00000113061",607,555.95,297.296,3788.53,"Rps18-ps5","Rps18-ps5","Rps18-ps5","Rps18-ps5"
"ENSMUSG00000043300",2028,1246.81,297.069,8490,"B3galnt1","B3galnt1","B3galnt1","B3galnt1"
"ENSMUSG00000039016",518,353.19,296.699,2402,"Timm8b","Timm8b","Timm8b","Timm8b"
"ENSMUSG00000028745",1662,1602.27,295.397,10849,"Capzb","Capzb","Capzb","Capzb"
"ENSMUSG00000021270",2872,1558.44,295.355,10550.7,"Hsp90aa1","Hsp90aa1","Hsp90aa1","Hsp90aa1"
"ENSMUSG00000022354",697,616.28,295.295,4171.38,"Ndufb9","Ndufb9","Ndufb9","Ndufb9"
"ENSMUSG00000066724",645,603.15,294.737,4074.84,"Gm10175","Gm10175","Gm10175","Gm10175"
"ENSMUSG00000040681",1492,943.71,292.76,6332.86,"Hmgn1","Hmgn1","Hmgn1","Hmgn1"
"ENSMUSG00000084786",494,353.62,292.639,2372,"Ubl5","Ubl5","Ubl5","Ubl5"
"ENSMUSG00000058927",946,316.32,292.19,2118.54,"Gm10053","Gm10053","Gm10053","Gm10053"
"ENSMUSG00000020803",958,491.24,292.004,3288,"Txndc17","Txndc17","Txndc17","Txndc17"
"ENSMUSG00000059796",1702,1513.04,291.995,10126.84,"Eif4a1","Eif4a1","Eif4a1","Eif4a1"
"ENSMUSG00000040385",1366,1392.09,291.076,9288,"Ppp1ca","Ppp1ca","Ppp1ca","Ppp1ca"
"ENSMUSG00000041571",736,713.08,290.484,4748,"Selenow","Selenow","Selenow","Selenow"
"ENSMUSG00000064345",1038,159,289.473,1055,"mt-Nd2","mt-Nd2","mt-Nd2","mt-Nd2"
"ENSMUSG00000095562",669,433.65,288.988,2872.55,"Gm55594","Gm55594","Gm55594","Gm55594"
"ENSMUSG00000021440",1509,939.74,288.618,6217,"Cts7","Cts7","Cts7","Cts7"
"ENSMUSG00000095526",333,154,288.352,1017.87,"Gm10243","Gm10243","Gm10243","Gm10243"
"ENSMUSG00000050565",2012,1240.58,287.873,8186,"Tor1aip2","Tor1aip2","Tor1aip2","Tor1aip2"
"ENSMUSG00000020048",2795,1528.66,287.703,10081,"Hsp90b1","Hsp90b1","Hsp90b1","Hsp90b1"
"ENSMUSG00000038803",712,585.19,287.694,3859,"Ost4","Ost4","Ost4","Ost4"
"ENSMUSG00000002015",1219,1000.06,286.174,6560,"Bcap31","Bcap31","Bcap31","Bcap31"
"ENSMUSG00000053565",764,760.64,285.858,4984,"Eif3k","Eif3k","Eif3k","Eif3k"
"ENSMUSG00000052681",2716,784.19,285.73,5136,"Rap1b","Rap1b","Rap1b","Rap1b"
"ENSMUSG00000032562",2019,2158.18,285.53,14125,"Gnai2","Gnai2","Gnai2","Gnai2"
"ENSMUSG00000029064",2121,1701.82,284.68,11105,"Gnb1","Gnb1","Gnb1","Gnb1"
"ENSMUSG00000055912",1543,1662.29,284.652,10846,"Tmem150a","Tmem150a","Tmem150a","Tmem150a"
"ENSMUSG00000022193",898,909.86,284.538,5934.19,"Psmb5","Psmb5","Psmb5","Psmb5"
"ENSMUSG00000032766",919,630.35,284.04,4104,"Gng11","Gng11","Gng11","Gng11"
"ENSMUSG00000022884",1536,603.08,283.907,3924.6,"Eif4a2","Eif4a2","Eif4a2","Eif4a2"
"ENSMUSG00000078713",639,435.28,283.041,2824,"Tomm5","Tomm5","Tomm5","Tomm5"
"ENSMUSG00000039221",544,161.17,282.655,1044.23,"Rpl22l1","Rpl22l1","Rpl22l1","Rpl22l1"
"ENSMUSG00000026879",2572,2918.96,281.641,18844,"Gsn","Gsn","Gsn","Gsn"
"ENSMUSG00000025781",1158,813.51,279.347,5209,"Atp5c1","Atp5c1","Atp5c1","Atp5c1"
"ENSMUSG00000031490",1491,1144.12,278.587,7306,"Eif4ebp1","Eif4ebp1","Eif4ebp1","Eif4ebp1"
"ENSMUSG00000041355",1061,1114.28,278.374,7110,"Ssr2","Ssr2","Ssr2","Ssr2"
"ENSMUSG00000087365",749,445.82,277.915,2840,"C430049B03Rik","C430049B03Rik","C430049B03Rik","C430049B03Rik"
"ENSMUSG00000048583",2391,2285.11,277.802,14550.9,"Igf2","Igf2","Igf2","Igf2"
"ENSMUSG00000029767",3054,2058.42,277.75,13105,"","","Calu","Calu"
