"Name","Length","EffectiveLength","TPM","NumReads","MGI_symbol_manual","Gene_name_manual","MGI_symbol_bm","Gene_name_bm"
"ENSMUSG00000026385",563,443.81,431.471,4126,"Dbi","Dbi","Dbi","Dbi"
"ENSMUSG00000070493",921,739.67,431.196,6872.13,"Chchd2","Chchd2","Chchd2","Chchd2"
"ENSMUSG00000008682",720,611.56,426.974,5626.25,"Rpl10","Rpl10","Rpl10","Rpl10"
"ENSMUSG00000011179",2067,1949.83,423.522,17793,"Odc1","Odc1","Odc1","Odc1"
"ENSMUSG00000049751",539,416.85,421.717,3787.71,"Rpl36al","Rpl36al","Rpl36al","Rpl36al"
"ENSMUSG00000061167",615,493.81,419.646,4464.98,"Rpl15-ps3","Rpl15-ps3","Rpl15-ps3","Rpl15-ps3"
"ENSMUSG00000005873",693,544.3,418.918,4913,"Reep5","Reep5","Reep5","Reep5"
"ENSMUSG00000007891",2103,2077.04,418.23,18717,"Ctsd","Ctsd","Ctsd","Ctsd"
"ENSMUSG00000093904",998,827.65,417.458,7444.55,"Tomm20","Tomm20","Tomm20","Tomm20"
"ENSMUSG00000027386",2913,2832.02,416.845,25436,"Fbln7","Fbln7","Fbln7","Fbln7"
"ENSMUSG00000006589",783,655.85,410.859,5806,"Aprt","Aprt","Aprt","Aprt"
"ENSMUSG00000027523",1653,1467.32,410.81,12988,"Gnas","Gnas","Gnas","Gnas"
"ENSMUSG00000044533",977,845.66,410.076,7471.96,"Rps2","Rps2","Rps2","Rps2"
"ENSMUSG00000028936",498,371.7,409.629,3280.68,"Rpl22","Rpl22","Rpl22","Rpl22"
"ENSMUSG00000030246",1253,1195.91,409.277,10546.1,"Ldhb","Ldhb","Ldhb","Ldhb"
"ENSMUSG00000079479",420,284.43,409.141,2507.37,"Gm9112","Gm9112","Gm9112","Gm9112"
"ENSMUSG00000029390",2049,1609.45,405.984,14078.72,"Tmed2","Tmed2","Tmed2","Tmed2"
"ENSMUSG00000069972",453,324.66,405.389,2835.79,"Rps13-ps2","Rps13-ps2","Rps13-ps2","Rps13-ps2"
"ENSMUSG00000009596",1430,1215.08,401.824,10520,"Taf7l","Taf7l","Taf7l","Taf7l"
"ENSMUSG00000095180",754,647.01,400.91,5589,"Rhox5","Rhox5","Rhox5","Rhox5"
"ENSMUSG00000090136",444,293.15,400.732,2531.21,"Gm10177","Gm10177","Gm10177","Gm10177"
"ENSMUSG00000022884",1573,1250.64,399.153,10755.98,"Eif4a2","Eif4a2","Eif4a2","Eif4a2"
"ENSMUSG00000068523",604,394.3,398.41,3384.76,"Gng5","Gng5","Gng5","Gng5"
"ENSMUSG00000031799",2155,1970.17,397.951,16893.18,"Tpm4","Tpm4","Tpm4","Tpm4"
"ENSMUSG00000079641",609,456.42,397.172,3905.89,"Rpl39","Rpl39","Rpl39","Rpl39"
"ENSMUSG00000022108",1440,1124.35,396.436,9604,"Itm2b","Itm2b","Itm2b","Itm2b"
"ENSMUSG00000016559",1727,1148.62,395.583,9790.15,"H3f3b","H3f3b","H3f3b","H3f3b"
"ENSMUSG00000022051",1427,1126.31,394.64,9577.16,"Bnip3l","Bnip3l","Bnip3l","Bnip3l"
"ENSMUSG00000078713",643,510.65,393.723,4332,"Tomm5","Tomm5","Tomm5","Tomm5"
"ENSMUSG00000028691",1158,971.32,391.536,8194.29,"Prdx1","Prdx1","Prdx1","Prdx1"
"ENSMUSG00000055044",1013,896.6,389.4,7522.63,"Pdlim1","Pdlim1","Pdlim1","Pdlim1"
"ENSMUSG00000025362",669,536.48,388.01,4485.14,"Rps26","Rps26","Rps26","Rps26"
"ENSMUSG00000025630",1289,932.16,387.258,7778,"Hprt","Hprt","Hprt","Hprt"
"ENSMUSG00000061983",580,450.32,386.738,3752.47,"Rps12","Rps12","Rps12","Rps12"
"ENSMUSG00000055839",534,393.32,384.386,3257.58,"Elob","Elob","Elob","Elob"
"ENSMUSG00000094627",273,138.31,382.088,1138.66,"Gm10182","Gm10182","Gm10182","Gm10182"
"ENSMUSG00000035885",550,396.71,381.038,3257,"Cox8a","Cox8a","Cox8a","Cox8a"
"ENSMUSG00000084416",654,539.48,380.022,4417.36,"Rpl10a-ps1","Rpl10a-ps1","Rpl10a-ps1","Rpl10a-ps1"
"ENSMUSG00000073640",411,279.28,378.548,2277.93,"Rpl27-ps3","Rpl27-ps3","Rpl27-ps3","Rpl27-ps3"
"ENSMUSG00000018770",721,558.83,378.378,4556,"Atp5g3","Atp5g3","Atp5g3","Atp5g3"
"ENSMUSG00000016252",426,289.82,377.124,2355,"Atp5e","Atp5e","Atp5e","Atp5e"
"ENSMUSG00000030695",1441,1359.18,376.363,11021.99,"Aldoa","Aldoa","Aldoa","Aldoa"
"ENSMUSG00000078578",1621,1101.82,371.218,8812.89,"Ube2d3","Ube2d3","Ube2d3","Ube2d3"
"ENSMUSG00000049517",934,664.74,371.003,5313.81,"Rps23","Rps23","Rps23","Rps23"
"ENSMUSG00000016194",1476,1343.88,370.735,10735,"Hsd11b1","Hsd11b1","Hsd11b1","Hsd11b1"
"ENSMUSG00000073012",3662,3069.27,370.696,24514.91,"Fnd3c2","Fnd3c2","Fnd3c2","Fnd3c2"
"ENSMUSG00000015932",1911,1574.25,369.786,12543,"Dstn","Dstn","Dstn","Dstn"
"ENSMUSG00000041881",522,387.19,369.073,3079,"Ndufa7","Ndufa7","Ndufa7","Ndufa7"
"ENSMUSG00000072692",346,212.18,368.954,1686.73,"Rpl37rt","Rpl37rt","Rpl37rt","Rpl37rt"
"ENSMUSG00000036781",502,325.89,367.425,2579.97,"Rps27l","Rps27l","Rps27l","Rps27l"
"ENSMUSG00000024953",887,767.23,366.943,6066,"Prdx5","Prdx5","Prdx5","Prdx5"
"ENSMUSG00000004771",776,520.06,366.872,4111,"Rab11a","Rab11a","Rab11a","Rab11a"
"ENSMUSG00000023913",1873,1797.97,363.242,14072,"Pla2g7","Pla2g7","Pla2g7","Pla2g7"
"ENSMUSG00000031844",1316,1244.84,362.764,9730,"Hsd17b2","Hsd17b2","Hsd17b2","Hsd17b2"
"ENSMUSG00000031353",2026,1774.52,362.59,13863.53,"Rbbp7","Rbbp7","Rbbp7","Rbbp7"
"ENSMUSG00000004951",904,720.92,361.683,5618.16,"Hspb1","Hspb1","Hspb1","Hspb1"
"ENSMUSG00000080921",213,82.76,361.355,644.38,"Rpl38-ps2","Rpl38-ps2","Rpl38-ps2","Rpl38-ps2"
"ENSMUSG00000026547",1520,1443.39,358.843,11160,"Tagln2","Tagln2","Tagln2","Tagln2"
"ENSMUSG00000059534",446,313.54,357.921,2418,"Uqcr10","Uqcr10","Uqcr10","Uqcr10"
"ENSMUSG00000022886",884,751.59,356.426,5772,"Prl2a1","Prl2a1","Prl2a1","Prl2a1"
"ENSMUSG00000068536",2423,2477.24,355.217,18959.99,"Aoc1l1","Aoc1l1","Aoc1l1","Aoc1l1"
"ENSMUSG00000046432",859,745.13,351.518,5643.63,"Bex3","Bex3","Bex3","Bex3"
"ENSMUSG00000001289",564,449.35,350.973,3398.1,"Pfdn5","Pfdn5","Pfdn5","Pfdn5"
"ENSMUSG00000063018",592,472.35,350.379,3566,"2010204K13Rik","2010204K13Rik","2010204K13Rik","2010204K13Rik"
"ENSMUSG00000050071",855,696.41,349.466,5243.85,"Bex1","Bex1","Bex1","Bex1"
"ENSMUSG00000035491",835,727.99,348.024,5459,"Fthl17a","Fthl17a","Fthl17a","Fthl17a"
"ENSMUSG00000068290",1160,1048.37,347.431,7848,"Ddrgk1","Ddrgk1","Ddrgk1","Ddrgk1"
"ENSMUSG00000031239",1744,1287.48,345.738,9591,"Itm2a","Itm2a","Itm2a","Itm2a"
"ENSMUSG00000074800",276,139.53,342.893,1030.85,"Gm4149","Gm4149","Gm4149","Gm4149"
"ENSMUSG00000041355",1059,981.67,342.103,7236,"Ssr2","Ssr2","Ssr2","Ssr2"
"ENSMUSG00000042682",769,586.14,341.557,4313.6,"Selenok","Selenok","Selenok","Selenok"
"ENSMUSG00000051257",1178,1045.09,341.548,7691,"Trap1a","Trap1a","Trap1a","Trap1a"
"ENSMUSG00000001827",835,735.93,341.435,5414,"Folr1","Folr1","Folr1","Folr1"
"ENSMUSG00000066315",636,482.34,341.186,3545.85,"Gm12918","Gm12918","Gm12918","Gm12918"
"ENSMUSG00000038717",546,389.56,340.319,2856.53,"Atp5l","Atp5l","Atp5l","Atp5l"
"ENSMUSG00000062647",913,817.65,338.497,5963.47,"Rpl7a","Rpl7a","Rpl7a","Rpl7a"
"ENSMUSG00000031447",2213,1958.98,334.027,14099,"Lamp1","Lamp1","Lamp1","Lamp1"
"ENSMUSG00000073676",774,556.4,333.921,4003.23,"Hspe1","Hspe1","Hspe1","Hspe1"
"ENSMUSG00000021361",914,813.71,332.122,5823,"Tmem14c","Tmem14c","Tmem14c","Tmem14c"
"ENSMUSG00000016541",1937,1864.88,331.419,13317,"Atxn10","Atxn10","Atxn10","Atxn10"
"ENSMUSG00000081049",402,264.86,331.211,1890.13,"Rps24-ps3","Rps24-ps3","Rps24-ps3","Rps24-ps3"
"ENSMUSG00000004540",2100,2047.6,330.855,14596.85,"Psg17","Psg17","Psg17","Psg17"
"ENSMUSG00000018293",872,722.66,328.305,5112,"Pfn1","Pfn1","Pfn1","Pfn1"
"ENSMUSG00000040681",1805,1614.93,326.642,11365.84,"Hmgn1","Hmgn1","Hmgn1","Hmgn1"
"ENSMUSG00000020857",858,723.53,326.502,5090,"Nme2","Nme2","Nme2","Nme2"
"ENSMUSG00000042842",1816,1589.44,326.423,11178.97,"Serpinb6b","Serpinb6b","Serpinb6b","Serpinb6b"
"ENSMUSG00000039910",1988,1498.78,326.071,10530,"Cited2","Cited2","Cited2","Cited2"
"ENSMUSG00000038803",659,536.3,325.733,3764,"Ost4","Ost4","Ost4","Ost4"
"ENSMUSG00000042043",558,368.44,325.293,2582.39,"Tbca","Tbca","Tbca","Tbca"
"ENSMUSG00000063229",1553,1489.97,325.187,10439.69,"Ldha","Ldha","Ldha","Ldha"
"ENSMUSG00000078812",1296,1198.69,324.09,8370.49,"Eif5a","Eif5a","Eif5a","Eif5a"
"ENSMUSG00000028478",1076,909.35,323.887,6346,"Clta","Clta","Clta","Clta"
"ENSMUSG00000006360",454,319.75,323.244,2227,"Crip1","Crip1","Crip1","Crip1"
"ENSMUSG00000021024",1033,914.85,322.801,6363,"Psma6","Psma6","Psma6","Psma6"
"ENSMUSG00000023944",2261,2284.34,321.966,15847,"Hsp90ab1","Hsp90ab1","Hsp90ab1","Hsp90ab1"
"ENSMUSG00000037805",750,625.55,321.737,4336.52,"Rpl10a","Rpl10a","Rpl10a","Rpl10a"
"ENSMUSG00000022464",2695,2460.11,321.525,17043,"Slc38a4","Slc38a4","Slc38a4","Slc38a4"
"ENSMUSG00000017760",1643,1582.26,320.339,10921,"Ctsa","Ctsa","Ctsa","Ctsa"
"ENSMUSG00000087412",655,537.82,319.438,3701.69,"Gm15501","Gm15501","Gm15501","Gm15501"
"ENSMUSG00000066705",1790,1714.83,319.364,11800,"Fxyd6","Fxyd6","Fxyd6","Fxyd6"
"ENSMUSG00000026049",1037,746.33,319.202,5133,"Tex30","Tex30","Tex30","Tex30"
"ENSMUSG00000063316",619,491.27,316.182,3346.83,"Rpl27","Rpl27","Rpl27","Rpl27"
"ENSMUSG00000021917",705,518.33,315.631,3525,"Spcs1","Spcs1","Spcs1","Spcs1"
"ENSMUSG00000029322",745,582.06,315.438,3956,"Plac8","Plac8","Plac8","Plac8"
"ENSMUSG00000025794",812,692.41,313.371,4675.22,"Rpl14","Rpl14","Rpl14","Rpl14"
"ENSMUSG00000046364",771,654.53,313.032,4414.67,"Rpl27a","Rpl27a","Rpl27a","Rpl27a"
"ENSMUSG00000032554",1658,1615.83,312.961,10895.91,"Trf","Trf","Trf","Trf"
"ENSMUSG00000105388",321,186.1,312.746,1254.03,"Rpl36a-ps2","Rpl36a-ps2","Rpl36a-ps2","Rpl36a-ps2"
"ENSMUSG00000018585",540,402.17,310.896,2694,"Atox1","Atox1","Atox1","Atox1"
"ENSMUSG00000022018",918,692.4,310.349,4630,"Rgcc","Rgcc","Rgcc","Rgcc"
"ENSMUSG00000029465",886,776.03,310.152,5186,"Arpc3","Arpc3","Arpc3","Arpc3"
"ENSMUSG00000060743",856,618.48,307.472,4097.37,"H3f3a","H3f3a","H3f3a","H3f3a"
"ENSMUSG00000022890",695,494.46,307.119,3272,"Atp5j","Atp5j","Atp5j","Atp5j"
"ENSMUSG00000007815",1999,1600.27,307.084,10588.32,"Rhoa","Rhoa","Rhoa","Rhoa"
"ENSMUSG00000030057",1598,1327.24,305.029,8723,"Cnbp","Cnbp","Cnbp","Cnbp"
"ENSMUSG00000073616",443,312.62,304.635,2052,"Cops9","Cops9","Cops9","Cops9"
"ENSMUSG00000023010",1637,1548.67,303.52,10128,"Tmbim6","Tmbim6","Tmbim6","Tmbim6"
"ENSMUSG00000044627",705,592.79,303.304,3874,"Swi5","Swi5","Swi5","Swi5"
"ENSMUSG00000054428",539,407.61,303.1,2662,"Atpif1","Atpif1","Atpif1","Atpif1"
"ENSMUSG00000022354",700,580.04,301.963,3773.88,"Ndufb9","Ndufb9","Ndufb9","Ndufb9"
"ENSMUSG00000028618",1723,1469,301.531,9544,"Tmem59","Tmem59","Tmem59","Tmem59"
"ENSMUSG00000010095",1767,1689.28,300.483,10937,"Slc3a2","Slc3a2","Slc3a2","Slc3a2"
"ENSMUSG00000025510",1626,1589.66,299.928,10273,"Cd151","Cd151","Cd151","Cd151"
"ENSMUSG00000021242",3047,3095.11,299.826,19995,"Npc2","Npc2","Npc2","Npc2"
"ENSMUSG00000008348",2617,2624.53,299.702,16948,"Ubc","Ubc","Ubc","Ubc"
"ENSMUSG00000028367",1051,789.52,299.504,5095,"Txn1","Txn1","Txn1","Txn1"
"ENSMUSG00000071766",882,789.81,299.101,5090,"Rhox12","Rhox12","Rhox12","Rhox12"
"ENSMUSG00000022312",1293,1219.38,299.027,7856.42,"Eif3h","Eif3h","Eif3h","Eif3h"
"ENSMUSG00000020585",1773,1568.97,297.434,10055,"Laptm4a","Laptm4a","Laptm4a","Laptm4a"
"ENSMUSG00000015837",1873,1800.03,293.908,11399,"Sqstm1","Sqstm1","Sqstm1","Sqstm1"
"ENSMUSG00000005610",2584,2297.13,290.534,14380,"Eif4g2","Eif4g2","Eif4g2","Eif4g2"
"ENSMUSG00000061559",1185,1052.34,290.065,6577,"Wdr61","Wdr61","Wdr61","Wdr61"
"ENSMUSG00000039323",1302,1081.71,290.042,6760,"Igfbp2","Igfbp2","Igfbp2","Igfbp2"
"ENSMUSG00000017778",514,336.18,288.794,2091.87,"Cox7c","Cox7c","Cox7c","Cox7c"
"ENSMUSG00000033379",941,836.72,288.436,5200,"Atp6v0b","Atp6v0b","Atp6v0b","Atp6v0b"
"ENSMUSG00000029648",4039,3757.75,286.255,23177,"Flt1","Flt1","Flt1","Flt1"
"ENSMUSG00000056201",1155,1067.44,285.339,6562.68,"Cfl1","Cfl1","Cfl1","Cfl1"
"ENSMUSG00000043770",297,156.25,285.142,959.95,"Gm12481","Gm12481","Gm12481","Gm12481"
"ENSMUSG00000060036",1351,1298.61,284.886,7971.27,"Rpl3","Rpl3","Rpl3","Rpl3"
"ENSMUSG00000018171",1426,1217.93,283.132,7430,"Vmp1","Vmp1","Vmp1","Vmp1"
"ENSMUSG00000046718",792,671.5,283.031,4095,"Bst2","Bst2","Bst2","Bst2"
"ENSMUSG00000011114",1928,1867.77,282.552,11371,"Tbrg1","Tbrg1","Tbrg1","Tbrg1"
"ENSMUSG00000057113",1352,1085.82,281.327,6581.84,"Npm1","Npm1","Npm1","Npm1"
"ENSMUSG00000046516",474,291.12,279.312,1752,"Cox17","Cox17","Cox17","Cox17"
"ENSMUSG00000034566",623,514.36,279.299,3095.39,"Atp5h","Atp5h","Atp5h","Atp5h"
"ENSMUSG00000067719",309,170.13,279.274,1023.76,"Gm10221","Gm10221","Gm10221","Gm10221"
"ENSMUSG00000021270",2336,2003.27,277.354,11971.58,"Hsp90aa1","Hsp90aa1","Hsp90aa1","Hsp90aa1"
"ENSMUSG00000050732",827,719.37,277.099,4295,"Vamp8","Vamp8","Vamp8","Vamp8"
"ENSMUSG00000062397",1055,802.7,273.265,4726.21,"Zfp706","Zfp706","Zfp706","Zfp706"
"ENSMUSG00000030062",2062,2004.18,272.606,11772,"Rpn1","Rpn1","Rpn1","Rpn1"
"ENSMUSG00000014313",530,390.02,272.43,2289.36,"Cox6c","Cox6c","Cox6c","Cox6c"
"ENSMUSG00000021190",1902,1837.86,270.711,10720,"Lgmn","Lgmn","Lgmn","Lgmn"
"ENSMUSG00000006699",2103,1781.83,270.212,10374,"Cdc42","Cdc42","Cdc42","Cdc42"
"ENSMUSG00000027566",905,798.4,270.016,4645,"Psma7","Psma7","Psma7","Psma7"
"ENSMUSG00000041841",608,469.4,269.753,2728.27,"Rpl37","Rpl37","Rpl37","Rpl37"
"ENSMUSG00000021248",1615,1467.24,268.771,8496.88,"Tmed10","Tmed10","Tmed10","Tmed10"
"ENSMUSG00000028692",1435,1363.99,268.466,7890,"Akr1a1","Akr1a1","Akr1a1","Akr1a1"
"ENSMUSG00000028466",1339,1283.69,267.507,7399,"Creb3","Creb3","Creb3","Creb3"
"ENSMUSG00000046721",653,528.43,266.889,3038.78,"Rpl14-ps1","Rpl14-ps1","Rpl14-ps1","Rpl14-ps1"
"ENSMUSG00000048758",721,597.72,266.776,3435.74,"Rpl29","Rpl29","Rpl29","Rpl29"
"ENSMUSG00000021546",1925,1555.93,265.723,8908.31,"Hnrnpk","Hnrnpk","Hnrnpk","Hnrnpk"
"ENSMUSG00000030432",661,544.43,263.228,3087.79,"Rpl28","Rpl28","Rpl28","Rpl28"
"ENSMUSG00000000088",671,500.89,263.148,2840,"Cox5a","Cox5a","Cox5a","Cox5a"
"ENSMUSG00000018102",1156,671.14,262.624,3797.73,"H2bc4","H2bc4","H2bc4","H2bc4"
"ENSMUSG00000060802",860,526.62,260.511,2956,"B2m","B2m","B2m","B2m"
"ENSMUSG00000022841",1420,1370.87,259.565,7666.91,"Ap2m1","Ap2m1","Ap2m1","Ap2m1"
"ENSMUSG00000020390",1090,773.11,258.737,4310,"Ube2b","Ube2b","Ube2b","Ube2b"
"ENSMUSG00000022193",899,786.19,258.721,4382.63,"Psmb5","Psmb5","Psmb5","Psmb5"
"ENSMUSG00000027712",1437,1283.11,258.332,7142,"Anxa5","Anxa5","Anxa5","Anxa5"
"ENSMUSG00000031765",559,419.28,256.695,2319,"Mt1","Mt1","Mt1","Mt1"
"ENSMUSG00000044080",668,557.26,256.351,3078,"S100a1","S100a1","S100a1","S100a1"
"ENSMUSG00000020307",1077,900.79,255.6,4960.91,"Cdc34","Cdc34","Cdc34","Cdc34"
"ENSMUSG00000020163",447,298.52,255.596,1644,"Uqcr11","Uqcr11","Uqcr11","Uqcr11"
"ENSMUSG00000001627",1004,795.62,255.209,4375,"Ifrd1","Ifrd1","Ifrd1","Ifrd1"
"ENSMUSG00000045330",1944,1639.49,253.191,8944,"Magec2","Magec2","Magec2","Magec2"
"ENSMUSG00000041084",1065,845.48,251.631,4584,"Ostc","Ostc","Ostc","Ostc"
"ENSMUSG00000028757",2120,2066.79,251.055,11180,"Ddost","Ddost","Ddost","Ddost"
"ENSMUSG00000023159",5445,5070.85,250.881,27411,"Psg29","Psg29","Psg29","Psg29"
"ENSMUSG00000060073",936,729.65,249.938,3929.37,"Psma3","Psma3","Psma3","Psma3"
"ENSMUSG00000030890",1730,1664.66,249.138,8935.98,"Ilk","Ilk","Ilk","Ilk"
"ENSMUSG00000019818",2659,1991.76,248.582,10668,"Cd164","Cd164","Cd164","Cd164"
"ENSMUSG00000071655",1082,970.12,248.055,5185,"Ubxn1","Ubxn1","Ubxn1","Ubxn1"
"ENSMUSG00000052681",2724,1717.18,247.952,9174,"Rap1b","Rap1b","Rap1b","Rap1b"
"ENSMUSG00000000563",1327,1097.68,245.995,5818.07,"Atp5pb","Atp5pb","Atp5pb","Atp5pb"
"ENSMUSG00000007041",1432,1333.27,245.933,7065,"Clic1","Clic1","Clic1","Clic1"
"ENSMUSG00000029064",1924,1684.6,245.336,8905,"Gnb1","Gnb1","Gnb1","Gnb1"
"ENSMUSG00000019756",866,638.77,245.145,3374,"Prl8a1","Prl8a1","Prl8a1","Prl8a1"
"ENSMUSG00000071644",1821,1811.35,243.156,9489.94,"Eef1g","Eef1g","Eef1g","Eef1g"
"ENSMUSG00000079435",485,353.12,242.786,1847.22,"Rpl36a","Rpl36a","Rpl36a","Rpl36a"
"ENSMUSG00000050856",372,236.68,242.767,1238,"Atp5k","Atp5k","Atp5k","Atp5k"
"ENSMUSG00000024248",1076,960.95,242.709,5025.31,"Cox7a2l","Cox7a2l","Cox7a2l","Cox7a2l"
"ENSMUSG00000014956",2399,1641.4,242.348,8571,"Ppp1cb","Ppp1cb","Ppp1cb","Ppp1cb"
"ENSMUSG00000110841",714,599.83,242.134,3129.38,"Gpx4-ps2","Gpx4-ps2","Gpx4-ps2","Gpx4-ps2"
"ENSMUSG00000002233",1126,999.92,241.357,5200,"Rhoc","Rhoc","Rhoc","Rhoc"
"ENSMUSG00000037058",1317,1037.99,240.733,5384,"Paip2","Paip2","Paip2","Paip2"
"ENSMUSG00000061518",751,509.6,239.645,2631.33,"Cox5b","Cox5b","Cox5b","Cox5b"
"ENSMUSG00000096942",438,303.67,237.98,1557.13,"Rps19-ps6","Rps19-ps6","Rps19-ps6","Rps19-ps6"
"ENSMUSG00000064367",1824,1302.09,237.172,6654,"mt-Nd5","mt-Nd5","mt-Nd5","mt-Nd5"
"ENSMUSG00000021877",1828,1283.66,236.24,6534,"Arf4","Arf4","Arf4","Arf4"
"ENSMUSG00000035242",989,841.68,236.229,4284.07,"Oaz1","Oaz1","Oaz1","Oaz1"
"ENSMUSG00000040385",1366,1275.97,235.845,6484,"Ppp1ca","Ppp1ca","Ppp1ca","Ppp1ca"
"ENSMUSG00000053317",561,373.79,235.778,1898.93,"Sec61b","Sec61b","Sec61b","Sec61b"
"ENSMUSG00000029616",1095,958.67,235.381,4862,"Erp29","Erp29","Erp29","Erp29"
"ENSMUSG00000042903",3108,3053.69,234.755,15446,"Foxo4","Foxo4","Foxo4","Foxo4"
"ENSMUSG00000006373",1857,1395.63,232.716,6998,"Pgrmc1","Pgrmc1","Pgrmc1","Pgrmc1"
"ENSMUSG00000006304",1425,1234.9,232.001,6173,"Arpc2","Arpc2","Arpc2","Arpc2"
"ENSMUSG00000029076",1670,1613.1,231.639,8051,"Sdf4","Sdf4","Sdf4","Sdf4"
"ENSMUSG00000094724",912,763.6,230.748,3796.48,"Rnaset2b","Rnaset2b","Rnaset2b","Rnaset2b"
"ENSMUSG00000050052",2273,2026.85,230.31,10058,"Tdrp","Tdrp","Tdrp","Tdrp"
"ENSMUSG00000086922",685,522.57,230.169,2591.62,"Gm13835","Gm13835","Gm13835","Gm13835"
"ENSMUSG00000116875",969,856.06,229.93,4241.07,"Morf4l1-ps1","Morf4l1-ps1","Morf4l1-ps1","Morf4l1-ps1"
"ENSMUSG00000020849",2058,1692.76,229.21,8360,"Ywhae","Ywhae","Ywhae","Ywhae"
"ENSMUSG00000040043",1565,1491.79,228.726,7351.88,"Rbms2","Rbms2","Rbms2","Rbms2"
"ENSMUSG00000079476",420,285.66,228.212,1404.63,"1700011M02Rik","1700011M02Rik","1700011M02Rik","1700011M02Rik"
"ENSMUSG00000016534",2261,1739.3,227.933,8542,"Lamp2","Lamp2","Lamp2","Lamp2"
"ENSMUSG00000000594",4127,4171.63,226.503,20359,"Gm2a","Gm2a","Gm2a","Gm2a"
"ENSMUSG00000018567",1029,936.99,225.967,4562,"Gabarap","Gabarap","Gabarap","Gabarap"
"ENSMUSG00000033916",935,836.17,225.792,4068,"Chmp2a","Chmp2a","Chmp2a","Chmp2a"
"ENSMUSG00000063171",943,797.52,222.36,3821,"Rps4l","Rps4l","Rps4l","Rps4l"
"ENSMUSG00000035227",1127,969.29,221.612,4628.32,"Spcs2","Spcs2","Spcs2","Spcs2"
"ENSMUSG00000025781",1163,1041.2,221.446,4968,"Atp5c1","Atp5c1","Atp5c1","Atp5c1"
"ENSMUSG00000048076",1804,1682.93,220.804,8006.66,"Arf1","Arf1","Arf1","Arf1"
"ENSMUSG00000024646",829,688.86,220.651,3275,"Cyb5a","Cyb5a","Cyb5a","Cyb5a"
"ENSMUSG00000062421",2234,2133.7,220.604,10142,"Arf2","Arf2","Arf2","Arf2"
"ENSMUSG00000015092",722,576.29,220.593,2739.12,"Edf1","Edf1","Edf1","Edf1"
"ENSMUSG00000079884",604,476.07,220.056,2257.27,"Tmed2b","Tmed2b","Tmed2b","Tmed2b"
"ENSMUSG00000031839",1056,920.59,219.909,4362,"Hsbp1","Hsbp1","Hsbp1","Hsbp1"
"ENSMUSG00000064016",1040,938.83,219.641,4443,"Gm648","Gm648","Gm648","Gm648"
"ENSMUSG00000002985",960,796.6,219.239,3763,"Apoe","Apoe","Apoe","Apoe"
"ENSMUSG00000018042",2140,2100.76,219.004,9913,"Cyb5r3","Cyb5r3","Cyb5r3","Cyb5r3"
"ENSMUSG00000023861",952,625.95,218.728,2949.98,"Mpc1","Mpc1","Mpc1","Mpc1"
"ENSMUSG00000036309",1428,1065.1,217.437,4990,"Skp1","Skp1","Skp1","Skp1"
"ENSMUSG00000086841",462,325.25,216.754,1519,"2410006H16Rik","2410006H16Rik","2410006H16Rik","2410006H16Rik"
"ENSMUSG00000101939",345,149,216.548,695.21,"Gm28438","Gm28438","Gm28438","Gm28438"
"ENSMUSG00000080848",472,347.54,216.144,1618.55,"Gm9385","Gm9385","Gm9385","Gm9385"
"ENSMUSG00000032330",591,451.38,215.821,2099,"Cox7a2","Cox7a2","Cox7a2","Cox7a2"
"ENSMUSG00000031812",1370,1272.28,215.703,5913.12,"Map1lc3b","Map1lc3b","Map1lc3b","Map1lc3b"
"ENSMUSG00000021520",536,370.93,215.4,1721.51,"Uqcrb","Uqcrb","Uqcrb","Uqcrb"
"ENSMUSG00000023039",2227,2173,215.247,10078,"Krt7","Krt7","Krt7","Krt7"
"ENSMUSG00000030049",788,625.68,215.039,2899,"Gkn2","Gkn2","Gkn2","Gkn2"
"ENSMUSG00000021290",371,228.41,214.574,1056,"Atp5mpl","Atp5mpl","Atp5mpl","Atp5mpl"
"ENSMUSG00000030842",1123,1015.04,214.007,4680.47,"Lamtor1","Lamtor1","Lamtor1","Lamtor1"
"ENSMUSG00000029484",1351,1199.19,213.985,5529,"Anxa3","Anxa3","Anxa3","Anxa3"
"ENSMUSG00000083380",390,253.31,213.889,1167.37,"Ndufb4c","Ndufb4c","Ndufb4c","Ndufb4c"
"ENSMUSG00000006356",1347,1160.23,213.77,5344,"Crip2","Crip2","Crip2","Crip2"
"ENSMUSG00000030605",1975,1918.45,213.52,8826,"Mfge8","Mfge8","Mfge8","Mfge8"
"ENSMUSG00000020440",1115,929.86,213.374,4275,"Arf5","Arf5","Arf5","Arf5"
"ENSMUSG00000021218",1633,1364.94,212.753,6256.99,"","","Gdi2","Gdi2"
