Name,Length,EffectiveLength,TPM,NumReads,MGI symbol,Gene name
ENSMUSG00000034928,3211,3067.88,29.593,2081,,
ENSMUSG00000034160,4191,2560.89,29.591,1737,,
ENSMUSG00000024331,3780,1984.64,29.566,1345,,
ENSMUSG00000113027,443,181.66,29.543,123.01,,
ENSMUSG00000067017,2858,1525.58,29.542,1033.06,,
ENSMUSG00000043987,2962,3374.68,29.54,2285,,
ENSMUSG00000022808,2573,1588.96,29.515,1074.98,,
ENSMUSG00000061136,2193,655.02,29.505,443,,
ENSMUSG00000016487,3579,2892.6,29.501,1956,,
ENSMUSG00000031590,1039,516.47,29.48,349,,
ENSMUSG00000002031,1007,967.99,29.475,654,,
ENSMUSG00000060681,2096,1272.02,29.461,859,,
ENSMUSG00000047714,2731,1177.04,29.454,794.66,,
ENSMUSG00000032185,2710,3010.15,29.45,2032,,
ENSMUSG00000020929,2016,2162.93,29.448,1460,,
ENSMUSG00000020818,2426,2260.9,29.446,1526,,
ENSMUSG00000056121,1934,1827.73,29.431,1233,,
ENSMUSG00000028049,1362,1413.53,29.413,953,,
ENSMUSG00000026049,890,318.93,29.41,215,,
ENSMUSG00000027669,2008,1541.6,29.403,1039,,
ENSMUSG00000029163,3037,3423.66,29.372,2305,,
ENSMUSG00000068227,3579,4067.64,29.355,2737,,
ENSMUSG00000030104,5435,3724.48,29.331,2504,,
ENSMUSG00000030330,1447,1475.53,29.331,992.03,,
ENSMUSG00000024474,1980,1633.74,29.32,1098,,
ENSMUSG00000031821,944,895.82,29.318,602,,
ENSMUSG00000025083,3516,3593.56,29.307,2414,,
ENSMUSG00000020238,1969,2170.28,29.288,1457,,
ENSMUSG00000005813,2476,1803.55,29.221,1208,,
ENSMUSG00000030872,2844,2867.05,29.201,1919,,
ENSMUSG00000024007,1462,1448.32,29.188,969,,
ENSMUSG00000001383,1830,1343.96,29.183,899,,
ENSMUSG00000022337,1238,467.28,29.129,312,,
ENSMUSG00000003444,1281,1342.03,29.127,896,,
ENSMUSG00000057554,2185,1478.35,29.127,987,,
ENSMUSG00000060738,1016,335.53,29.125,224,,
ENSMUSG00000098112,1848,1902.82,29.118,1270,,
ENSMUSG00000026965,2783,3179.18,29.092,2120,,
ENSMUSG00000040472,1712,1907.65,29.09,1272,,
ENSMUSG00000002820,1568,1645.2,29.09,1097,,
ENSMUSG00000001441,3141,2241,29.084,1494,,
ENSMUSG00000020843,1088,978.15,29.08,652,,
ENSMUSG00000051518,823,777.21,29.077,518,,
ENSMUSG00000020903,1179,1064.32,29.062,709,,
ENSMUSG00000023169,5873,5110.26,29.035,3401,,
ENSMUSG00000018909,4111,4486.27,29.028,2985,,
ENSMUSG00000020780,2516,2820.33,28.973,1873,,
ENSMUSG00000019254,1897,1998.29,28.971,1327,,
ENSMUSG00000079479,420,316.28,28.967,210,,
ENSMUSG00000030814,1169,1019.16,28.961,676.57,,
ENSMUSG00000027171,2036,1166.38,28.95,774,,
ENSMUSG00000004567,1586,1667.03,28.944,1106,,
ENSMUSG00000051232,1302,1125.83,28.908,746,,
ENSMUSG00000029401,1403,1384.72,28.891,917,,
ENSMUSG00000020955,975,542.17,28.887,359,,
ENSMUSG00000005312,3608,2469.34,28.886,1635,,
ENSMUSG00000031785,2645,3035.87,28.884,2010,,
ENSMUSG00000064181,1750,1669.21,28.88,1105,,
ENSMUSG00000025102,653,515.13,28.879,341,,
ENSMUSG00000024457,2948,3126.68,28.855,2068,,
ENSMUSG00000044813,2129,2186.38,28.853,1446,,
ENSMUSG00000041598,2983,3321.24,28.846,2196,,
ENSMUSG00000052102,2056,1976.22,28.844,1306.57,,
ENSMUSG00000025138,1707,1824.97,28.833,1206.14,,
ENSMUSG00000007338,1608,1478.29,28.833,977,,
ENSMUSG00000020034,2677,2148.85,28.829,1420,,
ENSMUSG00000058672,1610,1709.22,28.827,1129.38,,
ENSMUSG00000054693,4460,2107.09,28.8,1391,,
ENSMUSG00000025142,1338,1427.12,28.797,942,,
ENSMUSG00000038212,3390,1701.54,28.793,1123,,
ENSMUSG00000032667,2410,1515.67,28.784,1000,,
ENSMUSG00000079355,1923,1702.23,28.781,1123,,
ENSMUSG00000039536,3015,2756.21,28.776,1818,,
ENSMUSG00000025034,3556,3353.78,28.774,2212,,
ENSMUSG00000017446,2472,2823.68,28.753,1861,,
ENSMUSG00000021368,1229,1153.28,28.75,760,,
ENSMUSG00000034312,3245,3157.09,28.729,2079,,
ENSMUSG00000020821,5145,5696.44,28.689,3746,,
ENSMUSG00000007050,838,678.51,28.677,446,,
ENSMUSG00000070697,1629,1338.89,28.674,880,,
ENSMUSG00000080776,813,575.75,28.665,378.3,,
ENSMUSG00000064284,810,791.72,28.654,520,,
ENSMUSG00000070003,888,804.42,28.635,528,,
ENSMUSG00000063049,1327,801.44,28.633,526,,
ENSMUSG00000068856,1860,1616.07,28.629,1060.51,,
ENSMUSG00000002658,1717,1902.02,28.625,1248,,
ENSMUSG00000058454,2457,2720.69,28.623,1785,,
ENSMUSG00000025421,1851,1617.61,28.615,1061,,
ENSMUSG00000015619,3153,2436.38,28.614,1598,,
ENSMUSG00000056050,2712,1945.35,28.593,1275,,
ENSMUSG00000003051,1964,2204.8,28.592,1445,,
ENSMUSG00000020132,4045,1988.14,28.592,1303,,
ENSMUSG00000025103,1762,884.01,28.586,579.23,,
ENSMUSG00000011257,2849,2750.76,28.577,1801.84,,
ENSMUSG00000035949,1934,1484.15,28.572,972,,
ENSMUSG00000055553,1188,1213.4,28.56,794.36,,
ENSMUSG00000074797,1339,1258.19,28.55,823.37,,
ENSMUSG00000065954,4841,4303.01,28.53,2814,,
ENSMUSG00000116048,3225,1589.81,28.52,1039.29,,
ENSMUSG00000019977,2355,1941.87,28.511,1269.08,,
ENSMUSG00000008384,1233,1276.66,28.5,834,,
ENSMUSG00000037608,2481,1256.96,28.495,821,,
ENSMUSG00000049832,327,198.09,28.466,129.25,,
ENSMUSG00000053581,3018,3181.08,28.444,2074,,
ENSMUSG00000069662,4048,1412.75,28.441,921,,
ENSMUSG00000040725,3658,3651.51,28.435,2380,,
ENSMUSG00000014859,1922,2082.44,28.429,1357,,
ENSMUSG00000024805,2258,1132.69,28.425,738,,
ENSMUSG00000029310,1420,1429,28.423,931,,
ENSMUSG00000031628,2474,1516.49,28.423,988,,
ENSMUSG00000030056,1227,1043.26,28.411,679.41,,
ENSMUSG00000058258,2869,1299.96,28.407,846.45,,
ENSMUSG00000024556,2334,1728.42,28.396,1125,,
ENSMUSG00000025139,3750,3464.66,28.382,2254,,
ENSMUSG00000022203,2669,2913.6,28.36,1894,,
ENSMUSG00000022898,2336,2353.08,28.33,1528,,
ENSMUSG00000020547,1812,1549.63,28.322,1006,,
ENSMUSG00000023572,1522,1284.73,28.321,834,,
ENSMUSG00000022175,3439,3915.6,28.289,2539,,
ENSMUSG00000060538,898,885.29,28.286,574,,
ENSMUSG00000040128,1612,879.92,28.261,570,,
ENSMUSG00000043445,2558,2411.6,28.239,1561,,
ENSMUSG00000013236,2629,2894.39,28.231,1873,,
ENSMUSG00000028896,1910,2026.86,28.218,1311,,
ENSMUSG00000018143,2800,2781.31,28.218,1799,,
ENSMUSG00000029681,1296,1235.64,28.21,799,,
ENSMUSG00000037315,4538,2689.99,28.187,1738,,
ENSMUSG00000031918,2934,1827.22,28.174,1180,,
ENSMUSG00000063314,411,297.91,28.154,192.26,,
ENSMUSG00000042572,2214,1958.21,28.138,1263,,
ENSMUSG00000020526,988,704.37,28.119,454,,
ENSMUSG00000107211,970,916.48,28.113,590.58,,
ENSMUSG00000022472,2484,2432.46,28.105,1567,,
ENSMUSG00000047751,1227,1192.42,28.099,768,,
ENSMUSG00000001134,622,410.42,28.098,264.33,,
ENSMUSG00000029433,1490,1289.36,28.089,830.17,,
ENSMUSG00000034707,3589,3720.73,28.082,2395,,
ENSMUSG00000013997,1470,1428.01,28.076,919,,
ENSMUSG00000072946,2352,1463.21,28.057,941,,
ENSMUSG00000028668,4708,4320.12,28.054,2778,,
ENSMUSG00000033272,1716,1898.83,28.053,1221,,
ENSMUSG00000017119,3351,2826.02,28.05,1817,,
ENSMUSG00000044786,2680,2691.11,28.029,1729,,
ENSMUSG00000032547,2688,1859.42,28.014,1194,,
ENSMUSG00000000957,2527,2738.49,28.007,1758,,
ENSMUSG00000043953,1444,1302.51,28.001,836,,
ENSMUSG00000086606,562,493.98,27.996,317,,
ENSMUSG00000023118,3051,3447.77,27.99,2212,,
ENSMUSG00000063019,1107,1144.68,27.975,734,,
ENSMUSG00000038762,2853,3223.97,27.971,2067,,
ENSMUSG00000024807,3060,3439.67,27.967,2205,,
ENSMUSG00000027479,7290,4217.05,27.963,2703,,
ENSMUSG00000024811,5227,2793.14,27.943,1789,,
ENSMUSG00000008333,2021,754.12,27.942,483,,
ENSMUSG00000021136,3461,3648.98,27.941,2337,,
ENSMUSG00000068893,1101,756.86,27.922,484.4,,
ENSMUSG00000003721,2132,1451.02,27.901,928,,
ENSMUSG00000022634,1742,794.47,27.896,508,,
ENSMUSG00000046223,1470,1321.74,27.891,845,,
ENSMUSG00000041757,3983,4427.64,27.865,2828,,
ENSMUSG00000022678,1908,1841.93,27.854,1176,,
ENSMUSG00000040322,3401,1724.6,27.852,1101,,
ENSMUSG00000020392,1832,1528.75,27.824,975,,
ENSMUSG00000024594,2502,2021.45,27.819,1289,,
ENSMUSG00000064080,2202,2451.43,27.816,1563,,
ENSMUSG00000037613,2635,2295.78,27.805,1463.19,,
ENSMUSG00000035960,1123,1090.65,27.8,695,,
ENSMUSG00000032479,3638,3777.03,27.779,2405,,
ENSMUSG00000028793,2351,2242.76,27.778,1428,,
ENSMUSG00000009907,3223,1625.29,27.755,1034,,
ENSMUSG00000035376,929,608.53,27.735,386.86,,
ENSMUSG00000026786,2781,2050.51,27.723,1303,,
ENSMUSG00000027303,2627,2218.89,27.703,1409,,
ENSMUSG00000029145,1479,1598.55,27.701,1015,,
ENSMUSG00000023021,2038,1666.7,27.694,1058,,
ENSMUSG00000003068,1748,1879.96,27.685,1193,,
ENSMUSG00000021065,2785,1572.96,27.652,997,,
ENSMUSG00000029992,5816,4033.36,27.636,2555,,
ENSMUSG00000003824,804,530.44,27.635,336,,
ENSMUSG00000029998,3616,3040.87,27.632,1926,,
ENSMUSG00000049091,2177,1874.3,27.629,1187,,
ENSMUSG00000021773,735,663.35,27.622,420,,
ENSMUSG00000034761,4182,2318.92,27.599,1467,,
ENSMUSG00000063410,2486,1973.19,27.593,1248,,
ENSMUSG00000026123,2897,2639.71,27.584,1669,,
ENSMUSG00000035521,1260,1216.63,27.575,769,,
ENSMUSG00000044857,2316,2362.35,27.572,1493,,
ENSMUSG00000015478,1173,1145.02,27.546,722.95,,
ENSMUSG00000029169,2499,1227.76,27.539,775,,
ENSMUSG00000056952,2725,2860.65,27.527,1805,,
ENSMUSG00000026956,1539,1567.78,27.521,989,,
ENSMUSG00000039568,2049,2175.06,27.519,1372,,
ENSMUSG00000039148,1730,1740.52,27.497,1097,,
ENSMUSG00000026922,1422,1523.35,27.493,960,,
ENSMUSG00000020952,1860,898.14,27.493,566,,
ENSMUSG00000024537,1037,658.57,27.491,415,,
ENSMUSG00000094306,164,49.83,27.488,31.39,,
ENSMUSG00000071419,438,343.26,27.473,216.16,,
ENSMUSG00000038429,2592,2939.55,27.471,1851,,
ENSMUSG00000008301,1605,1312.38,27.458,826,,
ENSMUSG00000031659,5614,5791.77,27.449,3644,,
ENSMUSG00000028218,1253,500.85,27.438,315,,
ENSMUSG00000078765,797,751.51,27.437,472.62,,
ENSMUSG00000000441,2841,2874.21,27.428,1807,,
ENSMUSG00000018362,2037,1536.11,27.427,965.72,,
ENSMUSG00000021039,2260,1851.81,27.423,1164,,
ENSMUSG00000056214,3147,2589.76,27.408,1627,,
ENSMUSG00000005803,1789,1607.8,27.406,1010,,
ENSMUSG00000042289,1804,1854.97,27.377,1164.06,,
ENSMUSG00000016664,2944,2947.61,27.366,1849,,
ENSMUSG00000007777,813,370.04,27.352,232,,
ENSMUSG00000016253,2066,2320.8,27.351,1455,,
ENSMUSG00000024213,1625,1584.33,27.344,993,,
ENSMUSG00000022721,1523,1621.74,27.332,1016,,
ENSMUSG00000071451,530,389.88,27.303,244,,
ENSMUSG00000026239,1153,959.26,27.288,600,,
ENSMUSG00000021645,1169,927.6,27.279,580,,
ENSMUSG00000024560,2029,2260.4,27.272,1413,,
ENSMUSG00000024830,999,1029.04,27.26,643,,
ENSMUSG00000029202,3628,1795.92,27.256,1122,,
ENSMUSG00000003458,2601,2851.07,27.253,1781,,
ENSMUSG00000027829,2392,1221.97,27.24,763,,
ENSMUSG00000032312,2389,2508.23,27.238,1566,,
ENSMUSG00000000440,1900,1490.55,27.22,930,,
ENSMUSG00000024889,1311,1407.71,27.21,878,,
ENSMUSG00000036430,1164,1114.45,27.207,695,,
ENSMUSG00000017716,1002,810.03,27.198,505,,
ENSMUSG00000022781,5727,3521.69,27.192,2195,,
ENSMUSG00000078162,1002,1041.83,27.177,649,,
ENSMUSG00000066441,2243,1981.79,27.165,1234,,
ENSMUSG00000037503,4481,4167.79,27.142,2593,,
ENSMUSG00000032599,1430,1295.82,27.136,806,,
ENSMUSG00000020745,5968,2830.12,27.131,1760,,
ENSMUSG00000020430,2911,2925.73,27.129,1819.32,,
ENSMUSG00000027162,4036,1299.71,27.122,808,,
ENSMUSG00000032320,2031,992.26,27.084,616,,
ENSMUSG00000089911,2800,1763.17,27.069,1094,,
ENSMUSG00000021973,2304,1481.28,27.066,919,,
ENSMUSG00000022089,1624,1644.22,27.064,1020,,
ENSMUSG00000025372,2508,2749.72,27.051,1705,,
ENSMUSG00000013465,2322,2590.7,27.045,1606,,
ENSMUSG00000024085,6187,4004.99,27.037,2482,,
ENSMUSG00000020923,2944,3148.58,27.033,1951,,
ENSMUSG00000060568,2850,2416.6,27.025,1497,,
ENSMUSG00000060708,1273,791.14,27.02,490,,
ENSMUSG00000030811,3270,3652.82,27.016,2262,,
ENSMUSG00000008450,900,702.75,27.014,435.15,,
ENSMUSG00000090266,990,636.28,27.008,393.9,,
ENSMUSG00000028882,1778,1831.76,26.984,1133,,
ENSMUSG00000022351,2763,2318.12,26.969,1433,,
ENSMUSG00000015943,715,621.24,26.967,384,,
ENSMUSG00000069899,926,578.06,26.962,357.26,,
ENSMUSG00000029120,4088,4176.47,26.95,2580,,
ENSMUSG00000022109,1373,1146.21,26.948,708,,
ENSMUSG00000031939,1723,587.68,26.947,363,,
ENSMUSG00000021509,3374,3727.16,26.945,2302,,
ENSMUSG00000021840,4524,2948.81,26.941,1821,,
ENSMUSG00000024095,2918,1370.41,26.932,846,,
ENSMUSG00000015027,2557,2923.23,26.923,1804,,
ENSMUSG00000031796,1356,1085.05,26.91,669.29,,
ENSMUSG00000035198,1770,1981.38,26.902,1221.8,,
ENSMUSG00000004044,3491,3615.84,26.894,2229,,
ENSMUSG00000027367,2728,2177.12,26.872,1341,,
ENSMUSG00000019897,1681,1048.93,26.868,646,,
ENSMUSG00000074748,3402,2348.29,26.864,1446,,
ENSMUSG00000018822,1900,1982.91,26.864,1221,,
ENSMUSG00000029500,2040,1656.51,26.863,1020,,
ENSMUSG00000025040,1802,664.54,26.851,409,,
ENSMUSG00000021439,1365,610.95,26.849,376,,
ENSMUSG00000031226,2250,867.83,26.845,534,,
ENSMUSG00000031207,3759,3214.67,26.844,1978,,
ENSMUSG00000026131,7451,7641.13,26.841,4701.13,,
ENSMUSG00000103034,490,361.1,26.841,222.16,,
ENSMUSG00000071646,2796,2908.63,26.833,1789,,
ENSMUSG00000022255,2575,1216.31,26.829,748,,
ENSMUSG00000031711,1518,995.88,26.806,611.92,,
ENSMUSG00000034620,1826,1015.61,26.805,624,,
ENSMUSG00000024002,3541,3440.26,26.795,2113,,
ENSMUSG00000046062,5400,4257.84,26.794,2615,,
ENSMUSG00000070730,2053,1843.22,26.769,1131,,
ENSMUSG00000027433,2174,1298.07,26.753,796,,
ENSMUSG00000017286,1434,977.09,26.745,599,,
ENSMUSG00000032580,2951,2241.85,26.738,1374,,
ENSMUSG00000036180,3540,3794.3,26.733,2325,,
ENSMUSG00000021982,1500,949.8,26.733,582,,
ENSMUSG00000043510,738,494.89,26.711,303,,
ENSMUSG00000061186,6482,4958.77,26.71,3036,,
ENSMUSG00000025950,2278,1396.82,26.704,855,,
ENSMUSG00000031161,3447,3968.93,26.7,2429,,
ENSMUSG00000030760,1611,545.88,26.693,334,,
ENSMUSG00000058620,4014,4187.47,26.692,2562,,
ENSMUSG00000027509,1675,1633.82,26.676,999,,
ENSMUSG00000022575,1428,1564.21,26.663,956,,
ENSMUSG00000022863,1435,829.59,26.662,506.99,,
ENSMUSG00000025035,845,697.15,26.659,426,,
ENSMUSG00000041231,1924,1098.89,26.64,671.03,,
ENSMUSG00000015247,1480,868.19,26.633,530,,
ENSMUSG00000033917,1578,1426.3,26.611,870,,
ENSMUSG00000074088,1569,1430.9,26.556,871,,
ENSMUSG00000019794,1634,1120.76,26.547,682,,
ENSMUSG00000024454,1942,1893.42,26.544,1152,,
ENSMUSG00000040811,2085,2334.52,26.536,1420,,
ENSMUSG00000000275,5590,5275.73,26.528,3208,,
ENSMUSG00000040667,1918,1498.22,26.527,911,,
ENSMUSG00000038695,901,868.48,26.523,528,,
ENSMUSG00000034108,978,1019.03,26.501,619,,
ENSMUSG00000020538,3343,3672.84,26.476,2229,,
ENSMUSG00000044330,288,137.98,26.469,83.72,,
ENSMUSG00000026761,1218,265.9,26.415,161,,
ENSMUSG00000006335,930,946.34,26.415,573,,
ENSMUSG00000032462,5306,3910.83,26.415,2367.91,,
ENSMUSG00000022438,3784,4390.02,26.404,2657,,
ENSMUSG00000049470,8392,5468.08,26.401,3309,,
ENSMUSG00000042729,1024,1054.35,26.399,638,,
ENSMUSG00000051934,2984,2427.8,26.397,1469,,
ENSMUSG00000030861,2467,1296.13,26.389,784,,
ENSMUSG00000039828,1287,1041.88,26.38,630.01,,
ENSMUSG00000026670,2119,1632.75,26.346,986,,
ENSMUSG00000027255,2621,2986.88,26.338,1803.2,,
ENSMUSG00000024683,1181,947.65,26.333,572,,
ENSMUSG00000036046,4530,4642.22,26.314,2800,,
ENSMUSG00000045193,1124,1030.22,26.297,621,,
ENSMUSG00000031508,2545,2020.09,26.283,1217,,
ENSMUSG00000057789,1871,2094.92,26.281,1262,,
ENSMUSG00000026767,1689,827.26,26.263,498,,
ENSMUSG00000031703,3299,1437,26.261,865,,
ENSMUSG00000029723,1776,1842.68,26.256,1109,,
ENSMUSG00000032307,2814,1336.04,26.25,803.9,,
ENSMUSG00000079427,797,557,26.242,335.05,,
ENSMUSG00000033953,2859,951.08,26.238,572,,
ENSMUSG00000019975,1516,961.49,26.226,578,,
ENSMUSG00000064210,4494,4467.39,26.221,2685,,
ENSMUSG00000039617,684,456.72,26.216,274.45,,
ENSMUSG00000002550,1638,1764.66,26.204,1059.91,,
ENSMUSG00000082319,2347,1053.32,26.203,632.65,,
ENSMUSG00000028677,1660,1739.91,26.202,1045,,
ENSMUSG00000094812,165,50.02,26.188,30.02,,
ENSMUSG00000030366,1063,579.8,26.185,348,,
ENSMUSG00000036461,3971,2310.35,26.172,1386,,
ENSMUSG00000004865,2173,1817.01,26.171,1090,,
ENSMUSG00000030970,2038,1976.77,26.169,1185.75,,
ENSMUSG00000086316,866,515.51,26.15,309,,
ENSMUSG00000007036,1577,1682.36,26.139,1008,,
ENSMUSG00000022544,1487,1557.59,26.133,933,,
ENSMUSG00000033960,6782,6335.69,26.132,3795,,
ENSMUSG00000036820,1042,1052.55,26.113,630,,
ENSMUSG00000028015,3342,1583.06,26.098,947,,
ENSMUSG00000058070,1376,1227.12,26.095,734,,
ENSMUSG00000023452,1969,2111,26.092,1262.52,,
ENSMUSG00000041645,2689,2867.7,26.091,1715,,
ENSMUSG00000019837,951,665.78,26.08,398,,
ENSMUSG00000046032,1306,1040.83,26.071,622,,
ENSMUSG00000030521,2249,1139.68,26.069,681,,
ENSMUSG00000027935,1111,1078.02,26.062,644,,
ENSMUSG00000001507,4625,5465.68,26.061,3265,,
ENSMUSG00000033099,1053,1078.58,26.049,644,,
ENSMUSG00000026843,2396,1813.41,26.031,1082,,
ENSMUSG00000046768,2256,1903.94,26.03,1136,,
ENSMUSG00000028479,2162,2190.11,26.015,1306,,
ENSMUSG00000027163,1176,1252.96,26.01,747,,
ENSMUSG00000036529,2230,2526.47,26.005,1506,,
ENSMUSG00000055943,5826,3375.49,26.004,2012,,
ENSMUSG00000042759,2578,2957.85,26.003,1763,,
ENSMUSG00000003234,2314,2538.81,25.999,1513,,
ENSMUSG00000021890,4080,3449.05,25.994,2055,,
ENSMUSG00000022751,996,637.95,25.987,380,,
ENSMUSG00000030157,1213,775.63,25.986,462,,
ENSMUSG00000022124,3210,1520.54,25.966,905,,
ENSMUSG00000018481,6463,3685.26,25.949,2192,,
ENSMUSG00000027575,2258,2499.25,25.922,1485,,
ENSMUSG00000016619,3108,2892.64,25.911,1718,,
ENSMUSG00000020315,6864,6222.05,25.887,3692,,
ENSMUSG00000061306,3242,3770.08,25.84,2233,,
ENSMUSG00000048376,3336,2388.1,25.832,1414,,
ENSMUSG00000018669,1812,1967,25.817,1164,,
ENSMUSG00000025025,2411,1887.18,25.799,1116,,
ENSMUSG00000039183,1387,1498.56,25.794,886,,
ENSMUSG00000041375,979,923.59,25.791,546,,
ENSMUSG00000021929,4069,1446.66,25.784,855,,
ENSMUSG00000037519,2661,2310.76,25.771,1365,,
ENSMUSG00000057406,4056,3337.66,25.763,1971,,
ENSMUSG00000021279,4190,4576.21,25.74,2700,,
ENSMUSG00000032305,1888,1846.71,25.703,1088,,
ENSMUSG00000027551,2310,2454.86,25.698,1446,,
ENSMUSG00000014177,1583,971.97,25.674,572,,
ENSMUSG00000078249,1626,1693.57,25.674,996.67,,
ENSMUSG00000024413,3678,3424.54,25.657,2014,,
ENSMUSG00000031792,1601,1739.91,25.651,1023,,
ENSMUSG00000055720,1229,1271.39,25.633,747,,
ENSMUSG00000029467,4470,3704.57,25.63,2176.34,,
ENSMUSG00000031568,2130,1339.72,25.628,787,,
ENSMUSG00000021079,804,507.3,25.627,298,,
ENSMUSG00000040249,3250,3785.51,25.619,2223,,
ENSMUSG00000030792,963,977.54,25.617,574,,
ENSMUSG00000002393,1903,1701.83,25.609,999,,
ENSMUSG00000050379,2202,1848.41,25.608,1085,,
ENSMUSG00000015094,1383,1437.94,25.607,844,,
ENSMUSG00000109336,3447,3661.11,25.596,2148,,
ENSMUSG00000048878,3495,2594.13,25.596,1522,,
ENSMUSG00000060675,2226,1861.73,25.589,1092,,
ENSMUSG00000002846,1567,1338.52,25.586,785,,
ENSMUSG00000024926,1498,1531.42,25.582,898,,
ENSMUSG00000034042,2856,1985.25,25.553,1162.78,,
ENSMUSG00000028187,1655,811.2,25.546,475,,
ENSMUSG00000008398,2751,2194.02,25.532,1284,,
ENSMUSG00000031878,1620,524.72,25.525,307,,
ENSMUSG00000036672,1849,2026.89,25.506,1185,,
ENSMUSG00000051615,4191,3184.88,25.506,1862,,
ENSMUSG00000001674,2258,1944,25.494,1136,,
ENSMUSG00000057177,2213,2293.75,25.487,1340,,
ENSMUSG00000002804,726,691.79,25.478,404,,
ENSMUSG00000054499,2184,2342.57,25.477,1368,,
ENSMUSG00000070572,378,265.64,25.472,155.1,,
ENSMUSG00000022280,3990,2668.09,25.459,1557,,
ENSMUSG00000018861,1690,1828.57,25.457,1067,,
ENSMUSG00000034254,2137,2317.47,25.452,1352,,
ENSMUSG00000083678,731,528,25.415,307.59,,
ENSMUSG00000029422,1976,961.29,25.415,560,,
ENSMUSG00000013415,6279,5976.25,25.404,3480,,
ENSMUSG00000074577,2231,2447.3,25.403,1425,,
ENSMUSG00000038127,3398,1679.97,25.371,977,,
ENSMUSG00000102976,2208,1420.89,25.364,826.08,,
ENSMUSG00000039263,2207,2396.41,25.36,1393,,
ENSMUSG00000063576,2062,2291.44,25.36,1332,,
ENSMUSG00000002812,2656,3033.24,25.357,1763,,
ENSMUSG00000046856,1940,1515.92,25.354,881,,
ENSMUSG00000029199,1651,1262.98,25.354,734,,
ENSMUSG00000024317,2415,490.49,25.349,285,,
ENSMUSG00000101892,1313,1287.36,25.34,747.75,,
ENSMUSG00000026377,1889,1223.05,25.326,710,,
ENSMUSG00000028059,2685,2855.04,25.32,1657,,
ENSMUSG00000032097,6021,3660.35,25.315,2124,,
ENSMUSG00000031634,1522,968.88,25.261,561,,
ENSMUSG00000030707,1462,1547.61,25.258,896,,
ENSMUSG00000031955,3111,3513.41,25.257,2034,,
ENSMUSG00000030162,3572,1864.77,25.243,1079,,
ENSMUSG00000027997,1416,1007.99,25.233,583,,
ENSMUSG00000078348,3841,2584.96,25.231,1495,,
ENSMUSG00000073421,1148,1180.99,25.23,683,,
ENSMUSG00000030680,425,331.25,25.221,191.49,,
ENSMUSG00000008373,1768,1786.91,25.22,1033,,
ENSMUSG00000036390,1190,849.65,25.211,491,,
ENSMUSG00000038861,2201,2293.69,25.202,1325,,
ENSMUSG00000001380,1981,1880.45,25.195,1086,,
ENSMUSG00000042688,3606,2612.87,25.192,1508.82,,
ENSMUSG00000024601,3377,1999.83,25.175,1154,,
ENSMUSG00000039849,1244,1239.3,25.17,715,,
ENSMUSG00000071454,1276,1261.89,25.169,728,,
ENSMUSG00000074604,607,464.64,25.163,268,,
ENSMUSG00000022760,1001,1002.18,25.161,578,,
ENSMUSG00000032932,3357,1675.48,25.153,966,,
ENSMUSG00000027881,2393,1524.74,25.15,879,,
ENSMUSG00000046836,3343,2127.85,25.149,1226.62,,
ENSMUSG00000020758,3049,3502.13,25.114,2016,,
ENSMUSG00000037570,1802,2024.2,25.104,1164.76,,
ENSMUSG00000080242,465,378.19,25.083,217.44,,
ENSMUSG00000019564,5115,4997.58,25.08,2873,,
ENSMUSG00000026361,3457,849.17,25.071,488,,
ENSMUSG00000042099,1582,1621.31,25.052,931,,
ENSMUSG00000063714,550,346.56,25.051,199,,
ENSMUSG00000044221,2485,1482.35,25.046,851,,
ENSMUSG00000034269,4586,3852.73,25.036,2211,,
ENSMUSG00000049940,2704,1971.26,25.031,1131,,
ENSMUSG00000067219,3970,1881.05,25.025,1079,,
ENSMUSG00000026280,2190,2160.53,25.019,1239,,
ENSMUSG00000036442,1819,1829.28,25.018,1049,,
ENSMUSG00000060601,1719,1839.84,25.016,1055,,
ENSMUSG00000024817,2461,1640.49,24.998,940,,
ENSMUSG00000022503,1613,1734.88,24.996,994,,
ENSMUSG00000047989,2468,1852.12,24.992,1061,,
ENSMUSG00000048701,4821,4107.54,24.981,2352,,
ENSMUSG00000020400,2231,2541.43,24.977,1455,,
ENSMUSG00000031578,1784,1105.19,24.948,632,,
ENSMUSG00000053040,2688,1850.47,24.942,1057.96,,
ENSMUSG00000029715,902,890.56,24.935,509,,
ENSMUSG00000030602,2711,2998.17,24.926,1713,,
ENSMUSG00000029221,2709,1691.14,24.92,966,,
ENSMUSG00000021504,2088,2032.5,24.92,1161,,
ENSMUSG00000018707,5596,6394.81,24.915,3652,,
ENSMUSG00000021069,2825,2714.91,24.907,1550,,
ENSMUSG00000045411,2405,2282.85,24.9,1302.93,,
ENSMUSG00000048497,973,753.44,24.899,430,,
ENSMUSG00000031781,1225,1251.93,24.881,714,,
ENSMUSG00000021306,2215,1834.14,24.878,1045.9,,
ENSMUSG00000060716,5900,5865.06,24.874,3344,,
ENSMUSG00000017969,2021,2199.78,24.87,1254,,
ENSMUSG00000027601,2235,1607.03,24.867,916,,
ENSMUSG00000020029,3210,1640.69,24.862,935,,
ENSMUSG00000040463,4069,4659.35,24.859,2655,,
ENSMUSG00000004895,2099,2232.86,24.853,1272,,
