"ï..Name","Length","EffectiveLength","TPM","NumReads","mgi_symbol","external_gene_name"
"ENSMUSG00000004446",2189,2076.97,2.774,165,"Bid","Bid"
"ENSMUSG00000046691",2931,2937.07,2.774,233.3,"Chtf8","Chtf8"
"ENSMUSG00000052560",1111,918.27,2.773,72.93,"Cpne8","Cpne8"
"ENSMUSG00000041915",3333,3375.21,2.772,268,"Ammecr1l","Ammecr1l"
"ENSMUSG00000023030",3457,3516.82,2.77,279,"Slc11a2","Slc11a2"
"ENSMUSG00000004127",2143,1878.81,2.769,149,"Trmt10a","Trmt10a"
"ENSMUSG00000067279",2725,2748.68,2.769,218,"Ppp1r3c","Ppp1r3c"
"ENSMUSG00000005034",4343,3620.03,2.768,287,"Prkacb","Prkacb"
"ENSMUSG00000033863",4486,3633.42,2.768,288,"Klf9","Klf9"
"ENSMUSG00000033166",2217,1968.47,2.767,156,"Dis3","Dis3"
"ENSMUSG00000025436",1057,908.78,2.766,72,"Atp23","Atp23"
"ENSMUSG00000047412",5126,4026.92,2.766,319,"Zbtb44","Zbtb44"
"ENSMUSG00000028086",4082,3787.68,2.765,300,"Fbxw7","Fbxw7"
"ENSMUSG00000106392",282,139.76,2.764,11.07,"Gm5870","Gm5870"
"ENSMUSG00000010796",1734,1389.83,2.763,110,"Asz1","Asz1"
"ENSMUSG00000019889",2695,2414.03,2.763,191,"Ptprk","Ptprk"
"ENSMUSG00000042364",3945,3348.92,2.763,265,"Snx18","Snx18"
"ENSMUSG00000047150",1013,909.72,2.763,72,"1700001C19Rik","1700001C19Rik"
"ENSMUSG00000047649",2239,2185.96,2.763,173,"Polr1g","Polr1g"
"ENSMUSG00000015335",1172,999.19,2.761,79,"Zdhhc12","Zdhhc12"
"ENSMUSG00000040441",1056,948.4,2.761,75,"Slc26a10","Slc26a10"
"ENSMUSG00000098188",4482,3325.73,2.761,263,"Sowahc","Sowahc"
"ENSMUSG00000023987",1388,1278.25,2.759,101,"Pgc","Pgc"
"ENSMUSG00000024260",4032,4101.85,2.758,324,"Sap130","Sap130"
"ENSMUSG00000040177",1634,1455.95,2.758,115,"2310057M21Rik","2310057M21Rik"
"ENSMUSG00000043257",1877,1747.78,2.757,138,"Pigv","Pigv"
"ENSMUSG00000029376",868,393.01,2.754,31,"Mthfd2l","Mthfd2l"
"ENSMUSG00000001672",2093,1928.58,2.752,152,"Marveld3","Marveld3"
"ENSMUSG00000020538",3469,3236.12,2.751,255,"Srebf1","Srebf1"
"ENSMUSG00000025050",2245,1891.22,2.751,149,"Pcgf6","Pcgf6"
"ENSMUSG00000031097",690,571.21,2.751,45,"Tnni2","Tnni2"
"ENSMUSG00000020900",2394,2299.99,2.748,181,"Myh10","Myh10"
"ENSMUSG00000024193",2547,2274.1,2.748,179,"Phf1","Phf1"
"ENSMUSG00000117468",816,729.88,2.748,57.45,"Gm7059","Gm7059"
"ENSMUSG00000044811",1222,1152.31,2.747,90.65,"Cd300c2","Cd300c2"
"ENSMUSG00000020660",1001,801.16,2.746,63,"Pomc","Pomc"
"ENSMUSG00000067219",4206,3534.22,2.746,278,"Nipal1","Nipal1"
"ENSMUSG00000024486",2380,2200.72,2.745,173,"Hbegf","Hbegf"
"ENSMUSG00000054889",8341,8536.1,2.745,671,"Dsp","Dsp"
"ENSMUSG00000029403",3540,3016.87,2.743,237,"Cdkl2","Cdkl2"
"ENSMUSG00000003604",1525,1439,2.742,113,"Aven","Aven"
"ENSMUSG00000039671",3615,3542.56,2.74,278,"Zmynd8","Zmynd8"
"ENSMUSG00000036285",1747,1517.51,2.738,119,"Noa1","Noa1"
"ENSMUSG00000048490",7683,6546.18,2.736,513,"Nrip1","Nrip1"
"ENSMUSG00000096215",395,255.22,2.736,20,"Smim22","Smim22"
"ENSMUSG00000055692",897,689.11,2.735,53.99,"Tmem191","Tmem191"
"ENSMUSG00000027654",2283,1890.13,2.734,148,"Fam83d","Fam83d"
"ENSMUSG00000044224",1645,1264.65,2.733,99,"Dnajc21","Dnajc21"
"ENSMUSG00000044250",1819,1763.03,2.733,138,"Pced1b","Pced1b"
"ENSMUSG00000065232",191,63.91,2.732,5,"Gm22973","Gm22973"
"ENSMUSG00000009207",3049,1751.76,2.731,137,"Lnpk","Lnpk"
"ENSMUSG00000024070",5328,5125.64,2.725,400,"Prkd3","Prkd3"
"ENSMUSG00000031157",1134,1037.72,2.725,81,"Pqbp1","Pqbp1"
"ENSMUSG00000039735",3566,3215.75,2.725,251,"Fnbp1l","Fnbp1l"
"ENSMUSG00000021959",4706,4154.58,2.723,324,"Lats2","Lats2"
"ENSMUSG00000024384",4289,3808.16,2.723,297,"Iws1","Iws1"
"ENSMUSG00000074890",2574,2371.9,2.723,185,"Lcmt2","Lcmt2"
"ENSMUSG00000003762",1959,1806.07,2.722,140.78,"Coq8b","Coq8b"
"ENSMUSG00000024527",3179,3065.33,2.722,239,"Afg3l2","Afg3l2"
"ENSMUSG00000012114",2397,2310.5,2.72,180,"Med15","Med15"
"ENSMUSG00000042211",4112,4133.86,2.72,322,"Fbxo38","Fbxo38"
"ENSMUSG00000017718",1691,1634.27,2.717,127.18,"Afmid","Afmid"
"ENSMUSG00000022557",2232,2107.89,2.717,164,"Bop1","Bop1"
"ENSMUSG00000079144",2673,2467.76,2.717,192,"A130010J15Rik","A130010J15Rik"
"ENSMUSG00000060586",1005,887.34,2.715,69,"H2-Eb1","H2-Eb1"
"ENSMUSG00000013663",7943,5860.22,2.714,455.51,"Pten","Pten"
"ENSMUSG00000033788",1822,1749.66,2.714,136,"Dysf","Dysf"
"ENSMUSG00000021666",2315,2265.1,2.713,176,"Gfm2","Gfm2"
"ENSMUSG00000034175",1587,1415.64,2.713,110,"Rhbdd3","Rhbdd3"
"ENSMUSG00000066415",4719,3693.76,2.713,287,"Msl2","Msl2"
"ENSMUSG00000022965",3708,3604.39,2.712,280,"Ifngr2","Ifngr2"
"ENSMUSG00000026662",3439,2948.12,2.712,229,"Sephs1","Sephs1"
"ENSMUSG00000054843",6586,6206.14,2.712,482,"Atrnl1","Atrnl1"
"ENSMUSG00000085208",4379,3658.21,2.711,284,"Brip1os","Brip1os"
"ENSMUSG00000020085",2436,2421.95,2.71,188,"Aifm2","Aifm2"
"ENSMUSG00000051124",1258,1017.91,2.71,79,"Gimap9","Gimap9"
"ENSMUSG00000020212",2558,2333.42,2.708,181,"Mdm1","Mdm1"
"ENSMUSG00000020700",3269,3224.47,2.707,250,"Map3k3","Map3k3"
"ENSMUSG00000024424",2143,2128.14,2.707,165,"Ttc39c","Ttc39c"
"ENSMUSG00000031723",1890,1870.14,2.707,145,"Txnl4b","Txnl4b"
"ENSMUSG00000095762",342,210.77,2.707,16.34,"Gm16378","Gm16378"
"ENSMUSG00000030604",5329,4801.67,2.705,372,"Zfp626","Zfp626"
"ENSMUSG00000005505",2184,2117.34,2.704,164,"Kbtbd4","Kbtbd4"
"ENSMUSG00000051705",1748,1497.78,2.704,116,"Senp8","Senp8"
"ENSMUSG00000061371",2191,1988.46,2.704,154,"Zfp873","Zfp873"
"ENSMUSG00000101932",249,110.48,2.702,8.55,"Gm10074","Gm10074"
"ENSMUSG00000000168",3828,3310.15,2.7,256,"Dlat","Dlat"
"ENSMUSG00000020205",1949,1474.21,2.7,114,"Phlda1","Phlda1"
"ENSMUSG00000050989",3345,3221.26,2.699,249,"Selenon","Selenon"
"ENSMUSG00000070462",4433,3648.93,2.698,282,"Tlnrd1","Tlnrd1"
"ENSMUSG00000021993",3015,2964.64,2.697,229,"Mipep","Mipep"
"ENSMUSG00000022008",5389,4945.97,2.697,382,"Gpalpp1","Gpalpp1"
"ENSMUSG00000033083",3995,3820.84,2.696,295,"Tbc1d4","Tbc1d4"
"ENSMUSG00000000751",2909,2942.3,2.694,227,"Rpa1","Rpa1"
"ENSMUSG00000026856",1443,1321.77,2.694,102,"Dolpp1","Dolpp1"
"ENSMUSG00000031862",2622,2502.78,2.693,193,"Atp13a1","Atp13a1"
"ENSMUSG00000024610",1224,1129.34,2.69,87,"Cd74","Cd74"
"ENSMUSG00000000826",4343,4453,2.689,343,"Dnajc5","Dnajc5"
"ENSMUSG00000009640",1633,1558.14,2.689,120,"Dmap1","Dmap1"
"ENSMUSG00000068114",1782,1727.18,2.689,133,"Ccdc134","Ccdc134"
"ENSMUSG00000056643",1653,1402.78,2.688,108,"Chst13","Chst13"
"ENSMUSG00000027931",1559,1429.51,2.687,110,"Npr1","Npr1"
"ENSMUSG00000059142",5776,3730.29,2.686,287,"Zfp945","Zfp945"
"ENSMUSG00000062937",2797,2522.22,2.686,194,"Mtap","Mtap"
"ENSMUSG00000034612",5527,5552.07,2.685,427,"Chst11","Chst11"
"ENSMUSG00000025474",3044,3082.93,2.684,237,"Tubgcp2","Tubgcp2"
"ENSMUSG00000053226",1369,1222.66,2.684,94,"Dand5","Dand5"
"ENSMUSG00000034449",1185,1067.16,2.683,82,"Dhrs11","Dhrs11"
"ENSMUSG00000055835",1811,1640.16,2.682,126,"Zfp1","Zfp1"
"ENSMUSG00000112237",758,481.63,2.682,37,"D630033A02Rik","D630033A02Rik"
"ENSMUSG00000031111",2223,2148.73,2.681,165,"Igsf1","Igsf1"
"ENSMUSG00000118132",995,885.52,2.681,68,"4833408A19Rik","4833408A19Rik"
"ENSMUSG00000032264",2524,2553.09,2.68,196,"Zw10","Zw10"
"ENSMUSG00000018417",4895,4510.09,2.679,346,"Myo1b","Myo1b"
"ENSMUSG00000019577",3484,3232.45,2.679,248,"Pdk4","Pdk4"
"ENSMUSG00000028952",1282,1160.1,2.679,89,"Zbtb48","Zbtb48"
"ENSMUSG00000035863",2322,2072.35,2.679,159,"Palm","Palm"
"ENSMUSG00000092312",916,816.62,2.679,62.66,"Zfp419","Zfp419"
"ENSMUSG00000046897",3888,3940.7,2.676,302,"Zfp740","Zfp740"
"ENSMUSG00000040010",3421,3327.94,2.675,255,"Slc7a5","Slc7a5"
"ENSMUSG00000058914",2207,1918.55,2.675,147,"C1qtnf3","C1qtnf3"
"ENSMUSG00000096828",1447,1216.93,2.675,93.23,"Gm3618","Gm3618"
"ENSMUSG00000115018",2045,1965.71,2.675,150.59,"Ndor1","Ndor1"
"ENSMUSG00000021187",3636,2143.96,2.671,164,"Tc2n","Tc2n"
"ENSMUSG00000044328",1373,1111.13,2.671,85,"Trp53i13","Trp53i13"
"ENSMUSG00000042340",1231,993.76,2.67,76,"Ctf1","Ctf1"
"ENSMUSG00000029173",5094,4854.41,2.668,371,"Sepsecs","Sepsecs"
"ENSMUSG00000038074",2521,2264.38,2.668,173,"Fkbp14","Fkbp14"
"ENSMUSG00000112825",754,630.67,2.668,48.19,"Gm9118","Gm9118"
"ENSMUSG00000035397",2674,2356.78,2.667,180,"Klf16","Klf16"
"ENSMUSG00000041939",1466,1309.07,2.667,100,"Mvk","Mvk"
"ENSMUSG00000068205",1146,955.72,2.667,73,"Macrod2","Macrod2"
"ENSMUSG00000038774",3730,3470.1,2.666,265,"Ascc3","Ascc3"
"ENSMUSG00000062646",2127,2014.04,2.666,153.8,"Ganc","Ganc"
"ENSMUSG00000043153",2257,1965.56,2.665,150,"Crppa","Crppa"
"ENSMUSG00000097729",1180,1061.23,2.665,81,"2310015A10Rik","2310015A10Rik"
"ENSMUSG00000001065",2969,2765.48,2.664,211,"Zfp276","Zfp276"
"ENSMUSG00000028467",3177,3159.07,2.664,241,"Gba2","Gba2"
"ENSMUSG00000034593",4007,3801.5,2.664,290,"Myo5a","Myo5a"
"ENSMUSG00000026637",1185,1075.73,2.662,82,"Traf5","Traf5"
"ENSMUSG00000032939",2707,2767.8,2.662,211,"Nup93","Nup93"
"ENSMUSG00000020692",1357,1193.92,2.661,91,"Nle1","Nle1"
"ENSMUSG00000037933",4725,4329.56,2.661,330,"Bicd2","Bicd2"
"ENSMUSG00000062201",829,723.63,2.661,55.15,"Prl3d3","Prl3d3"
"ENSMUSG00000092247",399,262.41,2.661,20,"Gm20426","Gm20426"
"ENSMUSG00000019808",1466,1352.25,2.66,103,"Adat2","Adat2"
"ENSMUSG00000065773",166,46.61,2.66,3.55,NA,NA
"ENSMUSG00000095701",166,46.61,2.66,3.55,NA,NA
"ENSMUSG00000096838",166,46.61,2.66,3.55,NA,NA
"ENSMUSG00000000555",4263,4216.73,2.658,321,"Itga5","Itga5"
"ENSMUSG00000004568",5230,5149.73,2.658,392,"Arhgef18","Arhgef18"
"ENSMUSG00000030243",2134,1930.86,2.658,147,"Recql","Recql"
"ENSMUSG00000021044",2044,2010.49,2.657,153,"Adck1","Adck1"
"ENSMUSG00000051811",447,315.56,2.656,24,"Cox6b2","Cox6b2"
"ENSMUSG00000100627",545,407.48,2.656,31,"A830008E24Rik","A830008E24Rik"
"ENSMUSG00000057672",3201,3024.23,2.655,230,"Pkn1","Pkn1"
"ENSMUSG00000001507",4577,4539.01,2.654,345,"Itga3","Itga3"
"ENSMUSG00000003848",1255,1144.49,2.654,87,"Nob1","Nob1"
"ENSMUSG00000030522",5182,4778.09,2.653,363,"Mtmr10","Mtmr10"
"ENSMUSG00000038079",1737,1355.87,2.652,103,"Tmem237","Tmem237"
"ENSMUSG00000046794",4300,4238.98,2.652,322,"Ppp1r3b","Ppp1r3b"
"ENSMUSG00000118164",132,26.57,2.652,2.02,"Gm20570","Gm20570"
"ENSMUSG00000026930",2346,2174.09,2.65,165,"Gpsm1","Gpsm1"
"ENSMUSG00000027331",1164,1067.91,2.648,81,"Knstrn","Knstrn"
"ENSMUSG00000034194",1692,1569.13,2.648,119,"R3hcc1","R3hcc1"
"ENSMUSG00000063659",2856,2188.68,2.648,166,"Zbtb18","Zbtb18"
"ENSMUSG00000020038",2757,2281.6,2.647,173,"Cry1","Cry1"
"ENSMUSG00000058979",1927,1859.71,2.647,141,"Hdhd5","Hdhd5"
"ENSMUSG00000021469",2453,1939.92,2.646,147,"Msx2","Msx2"
"ENSMUSG00000024371",1823,1808.48,2.645,137,"C2","C2"
"ENSMUSG00000047098",1835,1702.83,2.645,129,"Rnf31","Rnf31"
"ENSMUSG00000037029",2029,2020.67,2.644,153,"Zfp146","Zfp146"
"ENSMUSG00000053916",1394,1083.23,2.644,82.02,"Nanp","Nanp"
"ENSMUSG00000037012",3747,3698.32,2.643,280,"Hk1","Hk1"
"ENSMUSG00000072964",2844,2563.62,2.642,194,"Bhlhb9","Bhlhb9"
"ENSMUSG00000002059",1385,1243.27,2.64,94,"Rab34","Rab34"
"ENSMUSG00000031988",3534,3438.94,2.64,260,"Vps26b","Vps26b"
"ENSMUSG00000037526",3450,3371.93,2.64,255,"Atg14","Atg14"
"ENSMUSG00000032386",3651,3360.01,2.639,254,"Trip4","Trip4"
"ENSMUSG00000079584",2156,1773.37,2.638,134,"Tm9sf5","Tm9sf5"
"ENSMUSG00000090753",390,255.65,2.638,19.31,"Rpl31-ps4","Rpl31-ps4"
"ENSMUSG00000094191",378,250.31,2.636,18.9,"Rpl31-ps14","Rpl31-ps14"
"ENSMUSG00000023845",10789,8918.37,2.635,673,"Lnpep","Lnpep"
"ENSMUSG00000028525",3976,3883.49,2.634,293,"Pde4b","Pde4b"
"ENSMUSG00000043822",2070,1763.1,2.634,133,"Adamtsl5","Adamtsl5"
"ENSMUSG00000077714",238,106.04,2.634,8,"Snord17","Snord17"
"ENSMUSG00000093954",2414,2202.97,2.634,166.17,"Gm16867","Gm16867"
"ENSMUSG00000102252",1932,1471.67,2.634,111,"Snrpn","Snrpn"
"ENSMUSG00000110922",623,517.12,2.633,39,"Gm35177","Gm35177"
"ENSMUSG00000086728",851,623.47,2.632,47,"Man2c1os","Man2c1os"
"ENSMUSG00000054733",1377,1313.87,2.631,99,"Msra","Msra"
"ENSMUSG00000049090",3430,3278.9,2.63,247,"Zadh2","Zadh2"
"ENSMUSG00000031983",3307,3042.73,2.628,229,"2310022B05Rik","2310022B05Rik"
"ENSMUSG00000046879",2099,2019.82,2.628,152,"Irgm1","Irgm1"
"ENSMUSG00000069727",2756,2239.72,2.627,168.54,"Zfp975","Zfp975"
"ENSMUSG00000071562",617,462.72,2.627,34.82,"Stfa1","Stfa1"
"ENSMUSG00000038644",1162,997.37,2.626,75,"Pold1","Pold1"
"ENSMUSG00000095193",2840,1928.53,2.625,145,"Gm20939","Gm20939"
"ENSMUSG00000097887",1086,931.09,2.625,70,"Gm26542","Gm26542"
"ENSMUSG00000099189",123,22.13,2.625,1.66,NA,NA
"ENSMUSG00000031823",3001,2835.73,2.623,213,"Zdhhc7","Zdhhc7"
"ENSMUSG00000015437",1436,1291.68,2.622,97,"Gzmb","Gzmb"
"ENSMUSG00000017929",4210,4008.94,2.622,301,"B4galt5","B4galt5"
"ENSMUSG00000034867",2807,2822.67,2.622,212,"Ankrd27","Ankrd27"
"ENSMUSG00000073802",1390,1158.72,2.622,87,"Cdkn2b","Cdkn2b"
"ENSMUSG00000025069",1125,1052.49,2.621,79,"Gsto2","Gsto2"
"ENSMUSG00000036591",5938,5941.18,2.621,446,"Arhgap21","Arhgap21"
"ENSMUSG00000066278",2522,2239.17,2.62,168,"Vps37b","Vps37b"
"ENSMUSG00000107560",739,639.66,2.62,48,"Gm44199","Gm44199"
"ENSMUSG00000018209",2990,2906.22,2.619,218,"Stk4","Stk4"
"ENSMUSG00000027427",2772,2479.74,2.619,186,"Polr3f","Polr3f"
"ENSMUSG00000027185",2238,2228.48,2.617,167,"Nat10","Nat10"
"ENSMUSG00000024909",1531,1428.23,2.616,107,"Efemp2","Efemp2"
"ENSMUSG00000035024",2768,2589.32,2.616,194,"Ncapd3","Ncapd3"
"ENSMUSG00000037443",1623,1570.24,2.616,117.63,"Cep85","Cep85"
"ENSMUSG00000039018",1278,1134.4,2.616,85,"Mtg1","Mtg1"
"ENSMUSG00000035831",1989,1922.46,2.615,144,"Krt25","Krt25"
"ENSMUSG00000020300",5447,3929.14,2.613,294,"Cpeb4","Cpeb4"
"ENSMUSG00000057101",3830,3861.7,2.613,289,"Zfp180","Zfp180"
"ENSMUSG00000078676",3550,3514.8,2.613,263,"Casc3","Casc3"
"ENSMUSG00000005442",1338,1149.39,2.612,86,"Cic","Cic"
"ENSMUSG00000019779",3068,2526.72,2.612,189,"Frk","Frk"
"ENSMUSG00000011257",2670,2443.31,2.611,182.72,"Pabpc4","Pabpc4"
"ENSMUSG00000036073",1181,1069.96,2.611,80,"Galt","Galt"
"ENSMUSG00000058388",3072,2982,2.611,223,"Phtf1","Phtf1"
"ENSMUSG00000049686",1875,1632.36,2.61,122,"Orai1","Orai1"
"ENSMUSG00000085776",933,722.28,2.61,54,"5430402O13Rik","5430402O13Rik"
"ENSMUSG00000050229",7554,6545.64,2.608,489,"Pigm","Pigm"
"ENSMUSG00000014418",4171,4165.86,2.607,311,"Hps5","Hps5"
"ENSMUSG00000040167",4308,2983.4,2.607,222.72,"Ikzf5","Ikzf5"
"ENSMUSG00000022177",1329,1205.89,2.606,90,"Haus4","Haus4"
"ENSMUSG00000024871",1250,1090.33,2.606,81.39,"Doc2g","Doc2g"
"ENSMUSG00000034613",2582,2505.63,2.606,187,"Ppm1h","Ppm1h"
"ENSMUSG00000033565",3668,3404.11,2.605,254,"Rbfox2","Rbfox2"
"ENSMUSG00000053754",4551,4650.74,2.605,347,"Chd8","Chd8"
"ENSMUSG00000031671",1577,1354.29,2.604,101,"Setd6","Setd6"
"ENSMUSG00000069895",1979,1890.24,2.604,141,"Atxn1l","Atxn1l"
"ENSMUSG00000072723",841,683.89,2.604,51,"Gm10044","Gm10044"
"ENSMUSG00000117810",889,801.46,2.604,59.78,"Gm8934","Gm8934"
"ENSMUSG00000066894",1754,1609.87,2.603,120,"Vsig10","Vsig10"
"ENSMUSG00000003660",3888,4051.71,2.602,302,"Snrnp200","Snrnp200"
"ENSMUSG00000020273",3703,2938.37,2.602,219,"Papolg","Papolg"
"ENSMUSG00000118249",571,456.25,2.602,34,"Gm36608","Gm36608"
"ENSMUSG00000017144",2828,2604.47,2.601,194,"Rnd3","Rnd3"
"ENSMUSG00000049858",2497,2469.76,2.601,184,"Suox","Suox"
"ENSMUSG00000034928",3689,3223.48,2.6,240,"Rnf44","Rnf44"
"ENSMUSG00000116618",667,545.21,2.6,40.6,"Gm49719","Gm49719"
"ENSMUSG00000060771",3514,2700.2,2.599,201,"Tsga10","Tsga10"
"ENSMUSG00000000486",723,577.89,2.598,43,"Septin1","Septin1"
"ENSMUSG00000099689",2665,2325.22,2.598,173,"Zfp383","Zfp383"
"ENSMUSG00000021559",5334,5350.21,2.597,398,"Dapk1","Dapk1"
"ENSMUSG00000029156",3786,3213.79,2.597,239,"Sgcb","Sgcb"
"ENSMUSG00000034459",2656,2325.56,2.597,173,"Ifit1","Ifit1"
"ENSMUSG00000031527",5079,4666.46,2.596,347,"Eri1","Eri1"
"ENSMUSG00000008763",7519,6566.77,2.595,488,"Man1a2","Man1a2"
"ENSMUSG00000053175",1713,1413.56,2.594,105,"Bcl3","Bcl3"
"ENSMUSG00000022420",1435,1279.01,2.593,95,"Dnal4","Dnal4"
"ENSMUSG00000034926",4028,3999.01,2.593,297,"Dhcr24","Dhcr24"
"ENSMUSG00000086877",1258,1037.05,2.592,77,"A230072C01Rik","A230072C01Rik"
"ENSMUSG00000002748",5628,5632.74,2.591,418,"Baz1b","Baz1b"
"ENSMUSG00000062960",5924,5972.57,2.59,443,"Kdr","Kdr"
"ENSMUSG00000027967",2227,1752.98,2.589,130,"Neurog2","Neurog2"
"ENSMUSG00000020876",2259,2171.71,2.588,161,"Snx11","Snx11"
"ENSMUSG00000050148",3344,2644.73,2.588,196,"Ubqln2","Ubqln2"
"ENSMUSG00000060647",554,421.44,2.588,31.24,"Gm7099","Gm7099"
"ENSMUSG00000044982",2727,2132.65,2.587,158,"Sft2d3","Sft2d3"
"ENSMUSG00000095854",415,290.22,2.587,21.5,"Trav14d-1","Trav14d-1"
"ENSMUSG00000096827",415,290.22,2.587,21.5,"Trav14n-1","Trav14n-1"
"ENSMUSG00000025733",1987,1849.45,2.586,137,"Rhot2","Rhot2"
"ENSMUSG00000024777",2302,2133.88,2.585,158,"Ppp2r5b","Ppp2r5b"
"ENSMUSG00000006476",2096,1972.74,2.584,146,"Nsmf","Nsmf"
"ENSMUSG00000039450",880,716.32,2.583,53,"Dcxr","Dcxr"
"ENSMUSG00000079630",948,864.97,2.582,63.97,"Rhox4f","Rhox4f"
"ENSMUSG00000018347",2270,2273.68,2.58,168,"Zkscan6","Zkscan6"
"ENSMUSG00000084808",1059,987.88,2.58,73,"9430091E24Rik","9430091E24Rik"
"ENSMUSG00000067928",4209,3222.11,2.579,238,"Zfp760","Zfp760"
"ENSMUSG00000041168",3132,3035.5,2.577,224,"Lonp1","Lonp1"
"ENSMUSG00000091509",862,431.35,2.577,31.84,"Gm17066","Gm17066"
"ENSMUSG00000101597",640,531.58,2.577,39.23,"Gm5621","Gm5621"
"ENSMUSG00000015127",3275,2724.26,2.576,201,"Unkl","Unkl"
"ENSMUSG00000026480",2348,2331.03,2.576,172,"Ncf2","Ncf2"
"ENSMUSG00000042323",7860,6574.7,2.576,485,"Pbrm1","Pbrm1"
"ENSMUSG00000021835",1810,1654.26,2.575,122,"Bmp4","Bmp4"
"ENSMUSG00000033712",3414,3391.25,2.574,250,"Ccar2","Ccar2"
"ENSMUSG00000091269",1346,1284.69,2.574,94.7,"Gm6682","Gm6682"
"ENSMUSG00000020513",1905,1913.97,2.572,141,"Tubd1","Tubd1"
"ENSMUSG00000042272",3780,3610.93,2.572,266,"Sestd1","Sestd1"
"ENSMUSG00000086767",768,651.5,2.572,48,"Gm13070","Gm13070"
"ENSMUSG00000024431",6044,5039.69,2.57,371,"Nr3c1","Nr3c1"
"ENSMUSG00000008604",3286,3234.3,2.569,238,"Ubqln4","Ubqln4"
"ENSMUSG00000037395",3035,2283.59,2.569,168,"Rcor3","Rcor3"
"ENSMUSG00000026358",1076,802.63,2.567,59,"Rgs1","Rgs1"
"ENSMUSG00000018507",2619,2626.59,2.566,193,"Trpv2","Trpv2"
"ENSMUSG00000021136",3447,3401.43,2.566,250,"Smoc1","Smoc1"
"ENSMUSG00000033420",4866,4870.97,2.566,358,"Antxr1","Antxr1"
"ENSMUSG00000001930",1255,1156.88,2.565,85,"Vwf","Vwf"
"ENSMUSG00000021400",2701,2232.13,2.565,164,"Wrnip1","Wrnip1"
"ENSMUSG00000081911",309,176.59,2.564,12.97,"Mrps36-ps2","Mrps36-ps2"
"ENSMUSG00000070729",810,705.23,2.563,51.77,"Gm12966","Gm12966"
"ENSMUSG00000009575",2988,2889.2,2.562,212,"Cbx5","Cbx5"
"ENSMUSG00000018846",7376,5180.5,2.561,380,"Pank3","Pank3"
"ENSMUSG00000029101",2390,2330.96,2.561,171,"Rgs12","Rgs12"
"ENSMUSG00000053852",874,722.72,2.561,53,"Adgrg4","Adgrg4"
"ENSMUSG00000034382",3115,2959.43,2.56,217,"AI661453","AI661453"
"ENSMUSG00000068227",3123,3109.93,2.56,228,"Il2rb","Il2rb"
"ENSMUSG00000020198",4198,4242.8,2.559,311,"Ap3d1","Ap3d1"
"ENSMUSG00000115938",252,120.65,2.559,8.84,"Gm17241","Gm17241"
"ENSMUSG00000053522",754,600.59,2.558,44,"Lgals7","Lgals7"
"ENSMUSG00000020238",2902,2675.87,2.557,196,"Ncln","Ncln"
"ENSMUSG00000047867",1644,1584.81,2.556,116,"Gimap6","Gimap6"
"ENSMUSG00000028580",4957,4618.38,2.555,338,"Pum1","Pum1"
"ENSMUSG00000018500",1845,1572.14,2.554,115,"Adora2b","Adora2b"
"ENSMUSG00000034973",2789,2558.44,2.552,187,"Dop1a","Dop1a"
"ENSMUSG00000022641",8623,7950.69,2.551,581,"Bbx","Bbx"
"ENSMUSG00000037606",2535,2464.02,2.551,180,"Osbpl5","Osbpl5"
"ENSMUSG00000064412",107,15.51,2.551,1.13,NA,NA
"ENSMUSG00000096415",107,15.51,2.551,1.13,NA,NA
"ENSMUSG00000042348",3342,2984.58,2.55,218,"Arl15","Arl15"
"ENSMUSG00000078554",560,314.89,2.55,23,"Fam229a","Fam229a"
"ENSMUSG00000014778",3968,3821.96,2.549,279,"Fhod1","Fhod1"
"ENSMUSG00000024142",2432,2451.88,2.549,179,"Mlst8","Mlst8"
"ENSMUSG00000003527",2233,2192.35,2.548,160,"Ess2","Ess2"
"ENSMUSG00000031107",1747,1589.68,2.548,116,"Rbmx2","Rbmx2"
"ENSMUSG00000105055",559,434.51,2.548,31.71,"Gm43079","Gm43079"
"ENSMUSG00000028228",5383,4142.13,2.546,302,"Cpne3","Cpne3"
"ENSMUSG00000051065",3055,2962.46,2.546,216,"Mb21d2","Mb21d2"
"ENSMUSG00000026578",1909,1851.92,2.545,135,"Ccdc181","Ccdc181"
"ENSMUSG00000023980",2592,2538.78,2.544,185,"Taf8","Taf8"
"ENSMUSG00000050270",1597,1468.77,2.544,107,"Tmem220","Tmem220"
"ENSMUSG00000029207",2975,2691.19,2.543,196,"Apbb2","Apbb2"
"ENSMUSG00000083474",464,341.7,2.542,24.88,"Gm15267","Gm15267"
"ENSMUSG00000021592",3657,2680.01,2.541,195,"Arsk","Arsk"
"ENSMUSG00000030691",3997,3792.22,2.541,276,"Fchsd2","Fchsd2"
"ENSMUSG00000038506",2616,2486.78,2.541,181,"Dcun1d2","Dcun1d2"
"ENSMUSG00000023921",3674,3147.76,2.54,229,"Mmut","Mmut"
"ENSMUSG00000024127",2497,2461.91,2.539,179,"Prepl","Prepl"
"ENSMUSG00000074272",2223,2213.82,2.539,161,"Ceacam1","Ceacam1"
"ENSMUSG00000017386",2168,1994.84,2.538,145,"Traf4","Traf4"
"ENSMUSG00000031563",8678,7842.95,2.538,570,"Wwc2","Wwc2"
